domain,problem,algorithm,unexplained_errors,error,raw_memory,p7_settings_file,cost,coverage,dead_ends,evaluations,expansions,generated,initial_h_value,plan_length,planner_time,search_time,translator_facts,reformulation_time,reformulated_plan_valid,rebuild_plan_valid,solvable,plan_length_difference,macros_used,unique_macros_used,macros_generated,total_walker_paths,total_walker_actions_generated,walker_average_branching_factor,walker_median_branching_factor,walker_average_path_length,walker_median_path_length
gripper,prob11.pddl,greedyWalker, ,success,11060,1s_easy,23.0,1,0,234,58,2118, ,23,0.34,0.01,126,105780.0,True,True,True,68,12,12,100,54750,5490909,18,6,4,3
gripper,prob12.pddl,greedyWalker, ,success,11056,1s_easy,23.0,1,0,306,76,2773, ,23,0.3,0.01,134,103339.0,True,True,True,71,13,13,100,50291,5392062,20,6,4,3
gripper,prob13.pddl,greedyWalker, ,success,11072,1s_easy,23.0,1,0,366,91,3248, ,23,0.30082499999999995,0.01,144,102997.0,True,True,True,74,14,14,100,46583,5331496,21,6,4,3
gripper,prob14.pddl,greedyWalker, ,success,11212,1s_easy,28.0,1,0,506,126,4438, ,28,0.19,0.01,154,103508.0,True,True,True,87,15,15,100,55832,6766499,22,6,4,3
gripper,prob15.pddl,greedyWalker, ,success,11212,1s_easy,29.0,1,0,426,106,4582, ,29,0.3814195,0.01,164,102540.0,True,True,True,84,16,16,100,40788,5240028,24,6,4,3
gripper,prob16.pddl,greedyWalker, ,success,11616,1s_easy,37.0,1,0,846,211,7799, ,37,0.2892427,0.015999,174,105239.0,True,True,True,84,16,16,100,47529,6423969,25,6,4,3
gripper,prob17.pddl,greedyWalker, ,success,11328,1s_easy,34.0,1,0,726,181,7940, ,34,0.4649033,0.0119991,184,101076.0,True,True,True,96,18,18,100,34793,4939647,26,6,4,3
gripper,prob18.pddl,greedyWalker, ,success,11460,1s_easy,37.0,1,0,1218,304,11840, ,37,0.32337489999999997,0.019999,194,100829.0,True,True,True,97,19,19,100,33390,4996263,27,6,4,3
gripper,prob19.pddl,greedyWalker, ,success,11596,1s_easy,39.0,1,0,906,226,10770, ,39,0.20400580000000001,0.0119985,204,98540.0,True,True,True,102,20,20,100,34950,5451372,29,6,4,3
gripper,prob20.pddl,greedyWalker, ,success,11584,1s_easy,45.0,1,0,346,86,4853, ,45,0.29000000000000004,0.01,214,98424.0,True,True,True,102,20,20,100,36282,5924949,30,6,4,3
hanoi,pb1.pddl,greedyWalker, ,success,10540,1s_easy,7.0,1,0,70,17,49, ,7,0.02,0.01,22,90460.0,True,True,True,0,0,0,0,252154,4542012,2,3,2,2
hanoi,pb2.pddl,greedyWalker, ,success,10672,1s_easy,15.0,1,0,150,37,110, ,15,0.01,0.01,30,90519.0,True,True,True,0,0,0,0,316162,5679656,2,3,2,2
hanoi,pb3.pddl,greedyWalker, ,success,10668,1s_easy,38.0,1,0,922,230,688, ,38,0.01,0.01,39,90542.0,True,True,True,0,0,0,0,338738,6102061,2,3,2,2
hanoi,pb4.pddl,greedyWalker, ,success,10800,1s_easy,70.0,1,0,1446,361,1082, ,70,0.0136941,0.0119509,49,90448.0,True,True,True,0,0,0,0,231670,4173970,2,3,2,2
hanoi,pb5.pddl,greedyWalker, ,success,11076,1s_easy,164.0,1,0,4362,1090,3269, ,164,0.0792203,0.0479977,60,90506.0,True,True,True,0,0,0,0,205497,3703966,2,3,2,2
hanoi,pb6.pddl,greedyWalker, ,success,11616,1s_easy,314.0,1,0,12278,3069,9206, ,314,0.181788,0.14799,72,90583.0,True,True,True,0,0,0,0,246582,4437391,2,3,2,2
logistics_easy,p01.pddl,greedyWalker, ,success,14516,1s_easy,32.0,1,0,430,107,16238, ,32,0.23330710000000002,0.0239992,559,90506.0,True,True,True,0,0,0,1,1776,3961216,160,161,12,9
logistics_easy,p02.pddl,greedyWalker, ,success,19364,1s_easy,53.0,1,0,1618,404,79921, ,53,0.2697222,0.0719971,1206,90386.0,True,True,True,0,0,0,0,814,2591006,210,210,13,10
logistics_easy,p03.pddl,greedyWalker, ,success,26836,1s_easy,81.0,1,0,2754,688,179477, ,81,1.0005169999999999,0.355968,2175,91118.0,True,True,True,0,0,0,0,369,1635837,277,277,14,10
miconic,s1-0.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,6, ,1,0.01,0.01,6,92216.0,True,True,True,5,1,1,5,622447,5600284,1,2,4,2
miconic,s1-1.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,10,2,10, ,1,0.02,0.01,6,91813.0,True,True,True,5,1,1,5,458389,7327779,1,2,5,5
miconic,s1-2.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,6, ,1,0.02,0.01,6,93082.0,True,True,True,5,1,1,5,633616,5694318,1,2,4,2
miconic,s1-3.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,6, ,1,0.02,0.01,6,92873.0,True,True,True,6,1,1,5,576586,5190284,1,2,4,6
miconic,s1-4.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,6, ,1,0.02,0.01,6,92696.0,True,True,True,6,1,1,5,689789,6200656,1,2,4,2
miconic,s10-0.pddl,greedyWalker, ,success,11200,1s_easy,14.0,1,0,270,67,2066, ,14,0.2,0.01,60,135589.0,True,True,True,49,7,7,100,21654,8671196,19,20,19,15
miconic,s10-1.pddl,greedyWalker, ,success,11328,1s_easy,11.0,1,0,322,80,2493, ,11,0.15000000000000002,0.01,60,132383.0,True,True,True,60,5,5,100,26903,10675946,20,20,18,14
miconic,s10-2.pddl,greedyWalker, ,success,11184,1s_easy,13.0,1,0,358,89,2473, ,13,0.16,0.01,60,138168.0,True,True,True,51,8,8,100,27811,11140562,19,20,19,15
miconic,s10-3.pddl,greedyWalker, ,success,11576,1s_easy,16.0,1,0,598,149,3771, ,16,0.16,0.01,60,142940.0,True,True,True,48,8,8,100,25625,10419492,19,20,19,15
miconic,s10-4.pddl,greedyWalker, ,success,11460,1s_easy,19.0,1,0,430,107,3069, ,19,0.17,0.01,60,134339.0,True,True,True,51,8,8,100,25483,10023337,19,20,18,14
miconic,s11-0.pddl,greedyWalker, ,success,11860,1s_easy,20.0,1,0,722,180,5263, ,20,0.19,0.01,66,136985.0,True,True,True,60,10,10,100,19216,9542680,21,22,21,17
miconic,s11-1.pddl,greedyWalker, ,success,11336,1s_easy,16.0,1,0,210,52,2121, ,16,0.21000000000000002,0.01,66,126295.0,True,True,True,51,8,8,100,18047,8253344,21,22,19,15
miconic,s11-2.pddl,greedyWalker, ,success,11332,1s_easy,19.0,1,0,494,123,3639, ,19,0.13,0.01,66,133718.0,True,True,True,54,9,9,100,20030,9674213,21,22,21,16
miconic,s11-3.pddl,greedyWalker, ,success,11992,1s_easy,15.0,1,0,382,95,2800, ,15,0.21000000000000002,0.01,66,126892.0,True,True,True,48,8,8,100,17687,8223035,21,22,20,15
miconic,s11-4.pddl,greedyWalker, ,success,11472,1s_easy,14.0,1,0,266,66,1974, ,14,0.15000000000000002,0.01,66,130784.0,True,True,True,42,6,6,100,23116,10320729,21,22,19,15
miconic,s12-0.pddl,greedyWalker, ,success,11724,1s_easy,19.0,1,0,514,128,4116, ,19,0.24000000000000002,0.01,72,122556.0,True,True,True,70,10,10,100,16146,8546632,23,24,21,16
miconic,s12-1.pddl,greedyWalker, ,success,12136,1s_easy,20.0,1,0,470,117,3262, ,20,0.17,0.01,72,171688.0,True,True,True,48,7,7,100,19963,11096798,23,24,22,17
miconic,s12-2.pddl,greedyWalker, ,success,11988,1s_easy,19.0,1,0,502,125,4279, ,19,0.321149,0.01,72,118025.0,True,True,True,71,10,10,100,14505,8240124,23,24,22,18
miconic,s12-3.pddl,greedyWalker, ,success,11856,1s_easy,13.0,1,0,370,92,3034, ,13,0.32,0.01,72,134165.0,True,True,True,61,8,8,100,14794,8261854,23,24,22,17
miconic,s12-4.pddl,greedyWalker, ,success,12020,1s_easy,20.0,1,0,470,117,3487, ,20,0.21000000000000002,0.01,72,128682.0,True,True,True,49,7,7,100,18550,10452263,23,24,22,17
miconic,s13-0.pddl,greedyWalker, ,success,12120,1s_easy,21.0,1,0,726,181,5755, ,21,0.2219997,0.01,78,115688.0,True,True,True,63,9,9,100,13041,8213888,25,26,23,17
miconic,s13-1.pddl,greedyWalker, ,success,12120,1s_easy,19.0,1,0,502,125,3958, ,19,0.17,0.01,78,113377.0,True,True,True,56,8,8,100,14361,8579050,25,26,22,17
miconic,s13-2.pddl,greedyWalker, ,success,12660,1s_easy,33.0,1,0,1474,368,11699, ,33,0.15105790000000002,0.01,78,123834.0,True,True,True,84,12,11,100,15950,10270875,25,26,23,18
miconic,s13-3.pddl,greedyWalker, ,success,12120,1s_easy,23.0,1,0,650,162,5181, ,23,0.2414404,0.01,78,117379.0,True,True,True,63,9,9,100,14730,8705062,25,26,21,16
miconic,s13-4.pddl,greedyWalker, ,success,12384,1s_easy,19.0,1,0,510,127,4562, ,19,0.22049459999999999,0.01,78,113198.0,True,True,True,63,9,9,100,14338,8924327,25,26,22,17
miconic,s14-0.pddl,greedyWalker, ,success,12120,1s_easy,24.0,1,0,678,169,5651, ,24,0.15000000000000002,0.01,84,124987.0,True,True,True,72,10,10,100,12171,8733227,27,28,24,19
miconic,s14-1.pddl,greedyWalker, ,success,13176,1s_easy,29.0,1,0,786,196,6079, ,29,0.18200000000000002,0.01,84,126490.0,True,True,True,52,12,12,100,11184,8133042,27,28,25,19
miconic,s14-2.pddl,greedyWalker, ,success,12520,1s_easy,29.0,1,0,930,232,7540, ,29,0.15000000000000002,0.01,84,106523.0,True,True,True,63,9,9,100,10896,8246059,27,28,26,19
miconic,s14-3.pddl,greedyWalker, ,success,12780,1s_easy,24.0,1,0,890,222,7132, ,24,0.2101743,0.01,84,110865.0,True,True,True,49,7,7,100,12192,8190356,27,28,23,17
miconic,s14-4.pddl,greedyWalker, ,success,12384,1s_easy,28.0,1,0,626,156,4910, ,28,0.13,0.01,84,124100.0,True,True,True,56,9,9,100,12403,9427558,27,28,26,21
miconic,s15-0.pddl,greedyWalker, ,success,12784,1s_easy,27.0,1,0,866,216,7772, ,27,0.2,0.01,90,118534.0,True,True,True,65,9,9,100,13182,10003709,29,30,24,18
miconic,s15-1.pddl,greedyWalker, ,success,12760,1s_easy,26.0,1,0,498,124,4192, ,26,0.12,0.01,90,124735.0,True,True,True,58,13,13,100,12311,10606012,29,30,27,22
miconic,s15-2.pddl,greedyWalker, ,success,12884,1s_easy,33.0,1,0,898,224,7470, ,33,0.1989718,0.0159994,90,122363.0,True,True,True,53,13,13,100,10362,8430950,29,30,26,20
miconic,s15-3.pddl,greedyWalker, ,success,13152,1s_easy,37.0,1,0,822,205,6801, ,37,0.2057141,0.0119992,90,119903.0,True,True,True,45,11,11,100,9464,8013036,29,30,27,21
miconic,s15-4.pddl,greedyWalker, ,success,12620,1s_easy,30.0,1,0,698,174,5903, ,30,0.15000000000000002,0.01,90,120719.0,True,True,True,62,10,10,100,13007,9929844,29,30,24,19
miconic,s16-0.pddl,greedyWalker, ,success,13588,1s_easy,36.0,1,0,1018,254,9163, ,36,0.219124,0.0159995,96,115587.0,True,True,True,62,12,11,100,10843,9959397,31,32,27,21
miconic,s16-1.pddl,greedyWalker, ,success,13464,1s_easy,29.0,1,0,662,165,6025, ,29,0.2219991,0.01,96,111980.0,True,True,True,75,13,13,100,9495,7967569,31,32,25,18
miconic,s16-2.pddl,greedyWalker, ,success,13440,1s_easy,45.0,1,0,1122,280,9583, ,45,0.191881,0.01,96,116001.0,True,True,True,56,14,14,100,8066,7868989,31,32,29,23
miconic,s16-3.pddl,greedyWalker, ,success,13924,1s_easy,27.0,1,0,1218,304,11404, ,27,0.2659989,0.011999,96,115654.0,True,True,True,72,9,9,100,11434,9425559,32,32,24,18
miconic,s16-4.pddl,greedyWalker, ,success,14108,1s_easy,35.0,1,0,718,179,6040, ,35,0.21183480000000002,0.01,96,116083.0,True,True,True,41,9,8,100,8697,8081764,31,32,28,21
miconic,s17-0.pddl,greedyWalker, ,success,16088,1s_easy,35.0,1,0,862,215,8337, ,35,0.249056,0.0119994,102,113289.0,True,True,True,65,13,13,100,7963,8400006,33,34,30,23
miconic,s17-1.pddl,greedyWalker, ,success,15424,1s_easy,34.0,1,0,474,118,4514, ,34,0.16,0.01,102,114246.0,True,True,True,63,14,14,100,10448,10148510,33,34,27,20
miconic,s17-2.pddl,greedyWalker, ,success,15816,1s_easy,41.0,1,0,1162,290,11701, ,41,0.2665421,0.0199992,102,111015.0,True,True,True,70,14,14,100,7636,8023152,33,34,30,24
miconic,s17-3.pddl,greedyWalker, ,success,16480,1s_easy,41.0,1,0,842,210,7866, ,41,0.2299986,0.0159992,102,113026.0,True,True,True,71,16,15,100,8944,9018747,33,34,28,21
miconic,s17-4.pddl,greedyWalker, ,success,17540,1s_easy,37.0,1,0,1330,332,12382, ,37,0.1584616,0.0159986,102,114792.0,True,True,True,82,15,15,100,9973,9533170,33,34,27,20
miconic,s18-0.pddl,greedyWalker, ,success,16744,1s_easy,44.0,1,0,1266,316,12512, ,44,0.1657605,0.0119989,108,107615.0,True,True,True,69,14,14,100,7884,8896958,35,36,30,23
miconic,s18-1.pddl,greedyWalker, ,success,18064,1s_easy,37.0,1,0,1030,257,9990, ,37,0.1559993,0.0119995,108,112419.0,True,True,True,66,14,13,100,8637,9341547,35,36,29,22
miconic,s18-2.pddl,greedyWalker, ,success,16872,1s_easy,37.0,1,0,1302,325,12895, ,37,0.1568263,0.011999,108,111007.0,True,True,True,65,13,13,100,8026,9130792,35,36,30,23
miconic,s18-3.pddl,greedyWalker, ,success,16756,1s_easy,44.0,1,0,1390,347,13979, ,44,0.2809688,0.0239992,108,107439.0,True,True,True,68,13,13,100,6793,7541917,35,36,29,22
miconic,s18-4.pddl,greedyWalker, ,success,16228,1s_easy,41.0,1,0,982,245,10252, ,41,0.218893,0.016003,108,104579.0,True,True,True,85,17,16,100,7300,8150856,35,36,30,23
miconic,s19-0.pddl,greedyWalker, ,success,16848,1s_easy,34.0,1,0,1194,298,12606, ,34,0.2124974,0.0199933,114,103920.0,True,True,True,75,15,15,100,6794,8713863,37,38,32,26
miconic,s19-1.pddl,greedyWalker, ,success,17516,1s_easy,40.0,1,0,902,225,9331, ,40,0.2839996,0.0199994,114,109189.0,True,True,True,70,14,14,100,7453,9505708,37,38,32,25
miconic,s19-2.pddl,greedyWalker, ,success,16848,1s_easy,43.0,1,0,726,181,7820, ,43,0.29241690000000004,0.0159973,114,103583.0,True,True,True,70,14,13,100,7154,8542154,37,38,30,23
miconic,s19-3.pddl,greedyWalker, ,success,16312,1s_easy,46.0,1,0,1050,262,10911, ,46,0.1675721,0.0159987,114,106396.0,True,True,True,75,15,15,100,6782,8450242,37,38,31,24
miconic,s19-4.pddl,greedyWalker, ,success,16832,1s_easy,46.0,1,0,1842,460,19120, ,46,0.2977392,0.0319987,114,104791.0,True,True,True,74,15,14,100,6016,7466487,37,38,31,24
miconic,s2-0.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,103, ,1,0.11,0.01,12,119385.0,True,True,True,17,1,1,100,335233,9486595,3,4,6,5
miconic,s2-1.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,10,2,208, ,1,0.08,0.01,12,102966.0,True,True,True,17,1,1,100,295275,9682909,3,4,6,6
miconic,s2-2.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,10,2,208, ,1,0.06999999999999999,0.01,12,104454.0,True,True,True,17,1,1,100,301142,9930011,3,4,6,6
miconic,s2-3.pddl,greedyWalker, ,success,10532,1s_easy,1.0,1,0,6,1,103, ,1,0.09,0.01,12,112019.0,True,True,True,17,1,1,100,312206,9225449,3,4,6,6
miconic,s2-4.pddl,greedyWalker, ,success,10536,1s_easy,1.0,1,0,6,1,103, ,1,0.06999999999999999,0.01,12,113867.0,True,True,True,17,1,1,100,327522,9261867,3,4,6,5
miconic,s20-0.pddl,greedyWalker, ,success,18508,1s_easy,49.0,1,0,1706,426,18776, ,49,0.2539576,0.0279965,120,105037.0,True,True,True,80,16,15,100,7170,9109845,39,40,30,23
miconic,s20-1.pddl,greedyWalker, ,success,17712,1s_easy,48.0,1,0,1458,364,15326, ,48,0.2959951,0.0319948,120,103416.0,True,True,True,50,10,10,100,5327,7509863,39,40,34,26
miconic,s20-2.pddl,greedyWalker, ,success,17200,1s_easy,60.0,1,0,1490,372,15831, ,60,0.19399880000000003,0.0199989,120,105392.0,True,True,True,61,11,11,100,7104,8946753,40,40,30,22
miconic,s20-3.pddl,greedyWalker, ,success,16932,1s_easy,36.0,1,0,490,122,5413, ,36,0.2049668,0.0119915,120,101407.0,True,True,True,80,16,16,100,6003,7954205,39,40,32,25
miconic,s20-4.pddl,greedyWalker, ,success,18220,1s_easy,38.0,1,0,1242,310,13258, ,38,0.2613877,0.0239993,120,104824.0,True,True,True,66,15,15,100,5351,7387078,39,40,33,26
miconic,s21-0.pddl,greedyWalker, ,success,18952,1s_easy,54.0,1,0,1826,456,20398, ,54,0.2279987,0.0239984,126,103657.0,True,True,True,60,12,12,100,5846,8377754,41,42,33,25
miconic,s21-1.pddl,greedyWalker, ,success,17288,1s_easy,50.0,1,0,1662,415,19162, ,50,0.2023756,0.0199916,126,99439.0,True,True,True,102,18,18,100,5660,8413978,41,42,34,26
miconic,s21-2.pddl,greedyWalker, ,success,20664,1s_easy,53.0,1,0,2274,568,24886, ,53,0.2081598,0.0359976,126,100976.0,True,True,True,60,12,12,100,5746,8668943,41,42,35,26
miconic,s21-3.pddl,greedyWalker, ,success,17912,1s_easy,45.0,1,0,1746,436,19735, ,45,0.2444776,0.0279977,126,99176.0,True,True,True,72,12,12,100,6402,9139322,41,42,33,25
miconic,s21-4.pddl,greedyWalker, ,success,21728,1s_easy,54.0,1,0,3262,815,36626, ,54,0.3260675,0.0599982,126,102339.0,True,True,True,85,17,15,100,4667,7347804,41,42,36,28
miconic,s22-0.pddl,greedyWalker, ,success,19820,1s_easy,50.0,1,0,1382,345,15850, ,50,0.26599890000000004,0.027999,132,98521.0,True,True,True,63,16,16,100,4643,7662738,43,44,36,28
miconic,s22-1.pddl,greedyWalker, ,success,22352,1s_easy,35.0,1,0,1458,364,16850, ,35,0.19899,0.0239983,132,99054.0,True,True,True,75,14,14,100,4999,8285353,43,44,36,28
miconic,s22-2.pddl,greedyWalker, ,success,19712,1s_easy,60.0,1,0,1254,313,14431, ,60,0.1820362,0.0159992,132,97774.0,True,True,True,66,17,17,100,5212,8511332,43,44,36,28
miconic,s22-3.pddl,greedyWalker, ,success,20236,1s_easy,60.0,1,0,2118,529,24166, ,60,0.20488220000000001,0.0319984,132,97258.0,True,True,True,54,12,12,100,4977,8281383,43,44,36,27
miconic,s22-4.pddl,greedyWalker, ,success,20740,1s_easy,59.0,1,0,1466,366,16864, ,59,0.3039982,0.0359985,132,98114.0,True,True,True,58,15,15,100,4493,7234545,43,44,35,27
miconic,s23-0.pddl,greedyWalker, ,success,21256,1s_easy,68.0,1,0,1478,369,17612, ,68,0.1989238,0.0239987,138,95385.0,True,True,True,42,14,14,100,4516,7932511,45,46,37,27
miconic,s23-1.pddl,greedyWalker, ,success,20460,1s_easy,60.0,1,0,2242,560,27121, ,60,0.3280107,0.0519983,138,99573.0,True,True,True,95,22,22,100,4135,7090481,45,46,36,27
miconic,s23-2.pddl,greedyWalker, ,success,20080,1s_easy,57.0,1,0,1734,433,20827, ,57,0.24310949999999998,0.0279987,138,98350.0,True,True,True,70,14,14,100,4938,7970641,45,46,34,26
miconic,s23-3.pddl,greedyWalker, ,success,19936,1s_easy,50.0,1,0,1102,275,13321, ,50,0.2701109,0.0239987,138,97185.0,True,True,True,54,11,11,100,5261,8458109,45,46,34,26
miconic,s23-4.pddl,greedyWalker, ,success,21776,1s_easy,69.0,1,0,1386,346,16490, ,69,0.1772632,0.0239913,138,97767.0,True,True,True,66,18,18,100,4744,8220478,45,46,36,27
miconic,s24-0.pddl,greedyWalker, ,success,23696,1s_easy,76.0,1,0,1598,399,19727, ,76,0.4419977,0.0599982,144,98879.0,True,True,True,48,15,15,100,4295,8417810,47,48,39,31
miconic,s24-1.pddl,greedyWalker, ,success,21344,1s_easy,53.0,1,0,902,225,11220, ,53,0.18999850000000001,0.0159988,144,95889.0,True,True,True,63,18,18,100,4403,8086893,47,48,37,28
miconic,s24-2.pddl,greedyWalker, ,success,21864,1s_easy,69.0,1,0,1674,418,21275, ,69,0.1931443,0.0279985,144,95934.0,True,True,True,78,22,18,100,3876,7478972,47,48,39,30
miconic,s24-3.pddl,greedyWalker, ,success,24756,1s_easy,57.0,1,0,1758,439,22721, ,57,0.5099975999999999,0.0679976,144,99798.0,True,True,True,81,16,15,100,4587,8802489,47,48,39,29
miconic,s24-4.pddl,greedyWalker, ,success,20532,1s_easy,52.0,1,0,1626,406,20546, ,52,0.2019981,0.0279984,144,96980.0,True,True,True,95,20,19,100,4264,8377833,47,48,40,30
miconic,s25-0.pddl,greedyWalker, ,success,21700,1s_easy,70.0,1,0,2286,571,29588, ,70,0.4099895,0.067996,150,95422.0,True,True,True,51,14,14,100,3926,7617781,49,50,37,28
miconic,s25-1.pddl,greedyWalker, ,success,25296,1s_easy,80.0,1,0,1550,387,19779, ,80,0.2670727,0.0399978,150,95786.0,True,True,True,48,16,16,100,3786,8150284,49,50,42,31
miconic,s25-2.pddl,greedyWalker, ,success,24360,1s_easy,53.0,1,0,1526,381,20099, ,53,0.3104153,0.0439983,150,95573.0,True,True,True,78,18,18,100,3655,6936518,49,50,36,28
miconic,s25-3.pddl,greedyWalker, ,success,22752,1s_easy,73.0,1,0,2082,520,26655, ,73,0.3337505,0.0559934,150,96105.0,True,True,True,48,12,12,100,3361,7238724,49,50,42,32
miconic,s25-4.pddl,greedyWalker, ,success,26068,1s_easy,72.0,1,0,2414,603,30841, ,72,0.3756102,0.0679979,150,96079.0,True,True,True,60,16,16,100,3902,8272363,49,50,41,32
miconic,s26-0.pddl,greedyWalker, ,success,25392,1s_easy,70.0,1,0,2510,627,33969, ,70,0.35599800000000004,0.0679983,156,95439.0,True,True,True,97,27,25,100,3139,6992866,51,52,41,32
miconic,s26-1.pddl,greedyWalker, ,success,24192,1s_easy,68.0,1,0,2234,558,30222, ,68,0.2379978,0.0439979,156,94642.0,True,True,True,75,23,21,100,3399,7139260,51,52,39,29
miconic,s26-2.pddl,greedyWalker, ,success,26292,1s_easy,93.0,1,0,2066,516,27623, ,93,0.3365956,0.0559985,156,95322.0,True,True,True,72,24,23,100,3018,7191304,51,52,45,35
miconic,s26-3.pddl,greedyWalker, ,success,27336,1s_easy,94.0,1,0,2570,642,34012, ,94,0.28999030000000003,0.0559904,156,94665.0,True,True,True,55,17,17,100,3327,7528133,51,52,42,32
miconic,s26-4.pddl,greedyWalker, ,success,22068,1s_easy,63.0,1,0,2150,537,29149, ,63,0.387998,0.0599981,156,95333.0,True,True,True,81,20,20,100,3398,6991855,51,52,38,29
miconic,s27-0.pddl,greedyWalker, ,success,25732,1s_easy,83.0,1,0,3110,777,43586, ,83,0.2879965,0.0599977,162,94649.0,True,True,True,66,22,20,100,3327,8158732,53,54,44,35
miconic,s27-1.pddl,greedyWalker, ,success,24668,1s_easy,91.0,1,0,3274,818,44737, ,91,0.262649,0.0559974,162,97787.0,True,True,True,48,10,10,100,3327,7832344,53,54,42,32
miconic,s27-2.pddl,greedyWalker, ,success,24940,1s_easy,81.0,1,0,1658,414,22842, ,81,0.33999830000000003,0.0519988,162,94555.0,True,True,True,51,17,17,100,2821,6851052,53,54,44,33
miconic,s27-3.pddl,greedyWalker, ,success,25984,1s_easy,90.0,1,0,2518,629,34641, ,90,0.24069980000000002,0.043998,162,95159.0,True,True,True,50,14,14,100,3077,7187669,53,54,42,32
miconic,s27-4.pddl,greedyWalker, ,success,28740,1s_easy,92.0,1,0,3094,773,42645, ,92,0.41151,0.0919971,162,94675.0,True,True,True,62,18,18,100,2852,6766270,53,54,43,33
miconic,s28-0.pddl,greedyWalker, ,success,28340,1s_easy,84.0,1,0,3870,967,56166, ,84,0.3468011,0.0919989,168,94716.0,True,True,True,72,23,21,100,2912,7677632,55,56,46,35
miconic,s28-1.pddl,greedyWalker, ,success,24924,1s_easy,72.0,1,0,1354,338,19264, ,72,0.3649049,0.0439983,168,94710.0,True,True,True,62,19,19,100,2861,6909209,55,56,42,32
miconic,s28-2.pddl,greedyWalker, ,success,27412,1s_easy,78.0,1,0,2302,575,33202, ,78,0.41399640000000004,0.0719981,168,95042.0,True,True,True,70,22,22,100,3655,8985417,55,56,43,32
miconic,s28-3.pddl,greedyWalker, ,success,30036,1s_easy,77.0,1,0,3198,799,47226, ,77,0.4502028,0.0799972,168,94543.0,True,True,True,87,23,19,100,2849,6824276,55,56,41,32
miconic,s28-4.pddl,greedyWalker, ,success,28736,1s_easy,88.0,1,0,2506,626,35916, ,88,0.2879913,0.059992,168,93321.0,True,True,True,45,15,15,100,3028,7441243,55,56,43,32
miconic,s29-0.pddl,greedyWalker, ,success,31252,1s_easy,68.0,1,0,2706,676,41064, ,68,0.495292,0.0919967,174,93992.0,True,True,True,108,23,22,100,2421,6437493,57,58,44,34
miconic,s29-1.pddl,greedyWalker, ,success,31240,1s_easy,96.0,1,0,2482,620,36640, ,96,0.4559967,0.083997,174,95380.0,True,True,True,50,14,14,100,3083,7942991,57,58,43,33
miconic,s29-2.pddl,greedyWalker, ,success,25460,1s_easy,83.0,1,0,2814,703,41791, ,83,0.455528,0.0959861,174,94089.0,True,True,True,69,23,23,100,2944,8018240,57,58,46,35
miconic,s29-3.pddl,greedyWalker, ,success,28116,1s_easy,105.0,1,0,2886,721,42735, ,105,0.3259975,0.0679923,174,93498.0,True,True,True,66,22,20,100,2768,7909269,57,58,48,37
miconic,s29-4.pddl,greedyWalker, ,success,28868,1s_easy,101.0,1,0,3422,855,50500, ,101,0.47175199999999995,0.111997,174,97214.0,True,True,True,84,24,21,100,2304,6875623,57,58,50,38
miconic,s3-0.pddl,greedyWalker, ,success,10672,1s_easy,1.0,1,0,6,1,105, ,1,0.16,0.01,18,198216.0,True,True,True,16,1,1,100,184308,9698612,5,6,8,6
miconic,s3-1.pddl,greedyWalker, ,success,10672,1s_easy,1.0,1,0,6,1,105, ,1,0.14,0.01,18,161170.0,True,True,True,15,1,1,100,184193,9628783,5,6,7,6
miconic,s3-2.pddl,greedyWalker, ,success,10672,1s_easy,1.0,1,0,6,1,105, ,1,0.11,0.01,18,161221.0,True,True,True,16,1,1,100,167375,9274149,5,6,8,7
miconic,s3-3.pddl,greedyWalker, ,success,10672,1s_easy,1.0,1,0,10,2,212, ,1,0.11,0.01,18,161124.0,True,True,True,20,1,1,100,201758,10858365,5,6,7,6
miconic,s3-4.pddl,greedyWalker, ,success,10668,1s_easy,1.0,1,0,10,2,212, ,1,0.18000000000000002,0.01,18,150230.0,True,True,True,16,1,1,100,133014,7787184,5,6,8,8
miconic,s30-0.pddl,greedyWalker, ,success,27520,1s_easy,86.0,1,0,2006,501,30601, ,86,0.4077616,0.0679978,180,93717.0,True,True,True,43,13,13,100,2464,6818193,59,60,45,34
miconic,s30-1.pddl,greedyWalker, ,success,33476,1s_easy,122.0,1,0,4590,1147,69850, ,122,0.527995,0.155995,180,93768.0,True,True,True,35,12,12,100,2207,6586954,59,60,48,38
miconic,s30-2.pddl,greedyWalker, ,success,30024,1s_easy,88.0,1,0,3282,820,50516, ,88,0.2999972,0.0719975,180,93657.0,True,True,True,57,19,19,100,2886,7459453,59,60,42,31
miconic,s30-3.pddl,greedyWalker, ,success,29264,1s_easy,106.0,1,0,3634,908,56793, ,106,0.43391,0.103996,180,96054.0,True,True,True,96,24,21,100,2566,7651323,59,60,48,37
