domain,problem,algorithm,unexplained_errors,error,raw_memory,p7_settings_file,cost,coverage,dead_ends,evaluations,expansions,generated,initial_h_value,plan_length,planner_time,search_time,translator_facts,translator_operators,reformulation_time,reformulated_plan_valid,rebuild_plan_valid,solvable,plan_length_difference,macros_used,unique_macros_used,macros_generated,total_walker_paths,total_walker_invalid_paths,total_walker_steps,total_walker_actions_generated,walker_average_branching_factor,walker_median_branching_factor,walker_average_path_length,walker_median_path_length,walker_heuristic,walker_total_time
driverlog_easy,p06.pddl,greedyResumeWalker, ,success,10804,10s_easy,15.0,1,0,2122,530,7060, ,15,0.031945600000000005,0.0119456,69,222,9160.0, , ,True,0,0,0,0,11122,0,22245,400405,12,12,2,2,goalPredicateCount,9000
driverlog_easy,p07.pddl,greedyResumeWalker, ,success,10796,10s_easy,17.0,1,0,146,36,491, ,17,0.08,0.01,78,276,9174.0, , ,True,0,0,0,24,2770,8028,7045,332051,12,13,2,3,goalPredicateCount,9000
driverlog_easy,p08.pddl,greedyResumeWalker, ,success,12820,10s_easy,23.0,1,0,24742,6185,97189, ,23,0.517154,0.115992,84,370,9788.0, , ,True,9,1,1,100,3063,1063,16751,336467,15,15,5,5,goalPredicateCount,9000
driverlog_easy,p09.pddl,greedyResumeWalker, ,success,11840,10s_easy,58.0,1,0,11982,2995,35535, ,58,0.212672,0.0799924,97,411,9350.0, , ,True,0,0,0,27,3677,9543,11389,239060,7,7,3,3,goalPredicateCount,9000
driverlog_easy,p10.pddl,greedyResumeWalker, ,success,10932,10s_easy,21.0,1,0,254,63,877, ,21,0.05,0.01,114,517,9146.0, , ,True,0,0,0,1,5455,1104,17142,297554,11,12,3,3,goalPredicateCount,9000
driverlog_easy,p11.pddl,greedyResumeWalker, ,success,11064,10s_easy,26.0,1,0,218,54,491, ,26,0.15000000000000002,0.01,119,606,9267.0, , ,True,0,0,0,32,5249,5243,15696,283101,9,9,2,3,goalPredicateCount,9000
driverlog_easy,p12.pddl,greedyResumeWalker, ,success,16344,10s_easy,41.0,1,0,49374,12343,167915, ,41,0.411971,0.367971,176,948,9471.0, , ,True,0,0,0,0,2671,7923,6777,188972,7,7,2,3,goalPredicateCount,9000
driverlog_easy,p13.pddl,greedyResumeWalker, ,success,12900,10s_easy,41.0,1,0,7594,1898,27920, ,41,0.229435,0.0959836,197,1114,9341.0, , ,True,0,0,0,38,2439,2495,11001,210183,11,12,4,4,goalPredicateCount,9000
driverlog_easy,p14.pddl,greedyResumeWalker, ,success,13756,10s_easy,57.0,1,0,13686,3421,56073, ,57,0.7508710000000001,0.203994,195,1258,10026.0, , ,True,0,0,0,100,3535,1028,13630,208135,10,12,3,4,goalPredicateCount,9000
driverlog_easy,p15.pddl,greedyResumeWalker, ,success,14388,10s_easy,46.0,1,0,1058,264,6545, ,46,0.5893986,0.031991,336,2692,9803.0, , ,True,2,1,1,100,3465,105,12180,209402,13,13,3,3,goalPredicateCount,9000
driverlog_easy,p17.pddl,greedyResumeWalker, ,success,23864,10s_easy,138.0,1,0,5018,1254,38879, ,138,1.485698,0.487977,665,6270,10710.0, , ,True,3,1,1,100,1743,766,6401,186847,19,20,3,3,goalPredicateCount,9000
freecell_easy,p01.pddl,greedyResumeWalker, ,success,12268,10s_easy,8.0,1,0,34,8,46, ,8,0.09146080000000001,0.01,75,504,9161.0, , ,True,0,0,0,0,3,107486,20,160,0,0,6,3,goalPredicateCount,9000
freecell_easy,p02.pddl,greedyResumeWalker, ,success,15020,10s_easy,15.0,1,0,62,15,99, ,15,0.093215,0.01,112,1143,9149.0, , ,True,0,0,0,0,7,115471,51,451,0,0,7,6,goalPredicateCount,9000
freecell_easy,p03.pddl,greedyResumeWalker, ,success,16464,10s_easy,20.0,1,0,86,21,156, ,20,0.238101,0.012,146,1616,9308.0, , ,True,0,0,0,1,11,82939,127,992,0,0,11,7,goalPredicateCount,9000
freecell_easy,p04.pddl,greedyResumeWalker, ,success,19520,10s_easy,30.0,1,0,338,84,513, ,30,0.22399190000000002,0.0319987,180,2062,9286.0, , ,True,0,0,0,8,50,77356,449,3127,0,0,8,6,goalPredicateCount,9000
freecell_easy,p05.pddl,greedyResumeWalker, ,success,23060,10s_easy,36.0,1,0,190,47,279, ,36,0.4376409,0.0399997,220,3322,9522.0, , ,True,0,0,0,5,23,74325,197,1554,0,0,8,6,goalPredicateCount,9000
freecell_easy,p06.pddl,greedyResumeWalker, ,success,34184,10s_easy,42.0,1,2,368,91,671, ,42,0.91998,0.0959971,255,4909,10064.0, , ,True,3,1,1,14,440,30686,6703,58600,1,0,15,14,goalPredicateCount,9000
freecell_easy,p07.pddl,greedyResumeWalker, ,success,34876,10s_easy,51.0,1,3,773,192,1179, ,51,1.951791,0.26398,259,5025,11303.0, , ,True,9,3,3,100,813,18,10753,72508,6,7,13,13,goalPredicateCount,9000
freecell_easy,probfreecell-2-1.pddl,greedyResumeWalker, ,success,23684,10s_easy,9.0,1,0,38,9,54, ,9,0.40157990000000005,0.01,92,3399,9483.0, , ,True,0,0,0,0,4,87814,29,286,0,0,7,10,goalPredicateCount,9000
freecell_easy,probfreecell-2-2.pddl,greedyResumeWalker, ,success,23092,10s_easy,8.0,1,0,34,8,68, ,8,0.4012001,0.01,91,3373,9483.0, , ,True,0,0,0,0,2,102032,14,118,0,0,7,12,goalPredicateCount,9000
freecell_easy,probfreecell-2-3.pddl,greedyResumeWalker, ,success,23624,10s_easy,8.0,1,0,34,8,50, ,8,0.2493175,0.01,92,3400,9304.0, , ,True,0,0,0,0,2,93009,13,105,0,0,6,8,goalPredicateCount,9000
freecell_easy,probfreecell-2-4.pddl,greedyResumeWalker, ,success,23460,10s_easy,8.0,1,0,34,8,68, ,8,0.4228712,0.01,90,3400,9504.0, , ,True,0,0,0,0,3,95258,13,116,0,0,4,3,goalPredicateCount,9000
freecell_easy,probfreecell-2-5.pddl,greedyResumeWalker, ,success,23824,10s_easy,9.0,1,0,38,9,61, ,9,0.40787229999999997,0.01,92,3399,9483.0, , ,True,0,0,0,0,1,98671,16,137,0,0,16,16,goalPredicateCount,9000
freecell_easy,probfreecell-3-1.pddl,greedyResumeWalker, ,success,34640,10s_easy,14.0,1,0,58,14,111, ,14,0.5733228,0.0199994,125,5369,9689.0, , ,True,0,0,0,0,4,79753,31,331,0,0,7,5,goalPredicateCount,9000
freecell_easy,probfreecell-3-2.pddl,greedyResumeWalker, ,success,34200,10s_easy,13.0,1,0,54,13,133, ,13,0.5215338,0.0159958,124,5344,9591.0, , ,True,0,0,0,0,4,92626,58,872,0,0,14,13,goalPredicateCount,9000
freecell_easy,probfreecell-3-3.pddl,greedyResumeWalker, ,success,34164,10s_easy,13.0,1,0,54,13,132, ,13,0.651008,0.0200003,126,5344,9735.0, , ,True,0,0,0,0,5,79517,56,766,0,0,11,7,goalPredicateCount,9000
freecell_easy,probfreecell-3-4.pddl,greedyResumeWalker, ,success,33556,10s_easy,12.0,1,0,50,12,138, ,12,0.700062,0.0200004,125,5375,9781.0, , ,True,0,0,0,0,2,83960,28,359,0,0,14,18,goalPredicateCount,9000
freecell_easy,probfreecell-3-5.pddl,greedyResumeWalker, ,success,34752,10s_easy,14.0,1,0,58,14,134, ,14,0.41057170000000004,0.0160023,124,5344,9460.0, , ,True,0,0,0,0,2,97764,31,357,0,0,15,20,goalPredicateCount,9000
gripper,prob01.pddl,greedyResumeWalker, ,success,10536,10s_easy,13.0,1,0,74,18,75, ,13,0.02,0.01,24,34,9054.0, , ,True,0,0,0,0,1,109948,5,659742,5,6,5,5,goalPredicateCount,9000
gripper,prob02.pddl,greedyResumeWalker, ,success,10540,10s_easy,21.0,1,0,114,28,151, ,21,0.02,0.01,34,50,9053.0, , ,True,0,0,0,0,1,87551,5,525342,6,6,5,5,goalPredicateCount,9000
gripper,prob03.pddl,greedyResumeWalker, ,success,10536,10s_easy,29.0,1,0,154,38,251, ,29,0.02,0.01,44,66,9116.0, , ,True,0,0,0,0,1,75617,5,453737,5,6,5,5,goalPredicateCount,9000
gripper,prob04.pddl,greedyResumeWalker, ,success,10668,10s_easy,37.0,1,0,194,48,375, ,37,0.02,0.01,54,82,9068.0, , ,True,0,0,0,0,4,82967,14,497976,6,6,3,3,goalPredicateCount,9000
gripper,prob05.pddl,greedyResumeWalker, ,success,10804,10s_easy,45.0,1,0,234,58,523, ,45,0.03,0.01,64,98,9123.0, , ,True,0,0,0,0,4,59818,12,359022,6,6,3,3,goalPredicateCount,9000
gripper,prob06.pddl,greedyResumeWalker, ,success,10928,10s_easy,53.0,1,0,274,68,695, ,53,0.03,0.01,74,114,9092.0, , ,True,0,0,0,0,2,80623,7,483800,6,6,3,5,goalPredicateCount,9000
gripper,prob07.pddl,greedyResumeWalker, ,success,11056,10s_easy,61.0,1,0,314,78,891, ,61,0.02,0.01,84,130,9094.0, , ,True,0,0,0,0,1,69069,3,276306,4,4,3,3,goalPredicateCount,9000
gripper,prob08.pddl,greedyResumeWalker, ,success,11304,10s_easy,69.0,1,0,354,88,1111, ,69,0.02,0.01,94,146,9064.0, , ,True,0,0,0,0,2,79679,9,318787,4,4,4,6,goalPredicateCount,9000
gripper,prob09.pddl,greedyResumeWalker, ,success,11444,10s_easy,77.0,1,0,394,98,1355, ,77,0.02,0.01,104,162,9064.0, , ,True,0,0,0,0,1,62837,5,377057,5,6,5,5,goalPredicateCount,9000
gripper,prob10.pddl,greedyResumeWalker, ,success,11708,10s_easy,85.0,1,0,434,108,1623, ,85,0.02,0.01,114,178,9064.0, , ,True,0,0,0,0,6,63364,17,380389,6,6,2,2,goalPredicateCount,9000
gripper,prob11.pddl,greedyResumeWalker, ,success,11832,10s_easy,93.0,1,0,474,118,1915, ,93,0.031554,0.01,124,194,9097.0, , ,True,0,0,0,0,1,53623,5,321773,5,6,5,5,goalPredicateCount,9000
gripper,prob12.pddl,greedyResumeWalker, ,success,12088,10s_easy,101.0,1,0,514,128,2231, ,101,0.0304238,0.01,134,210,9107.0, , ,True,0,0,0,0,1,46886,5,281351,5,6,5,5,goalPredicateCount,9000
gripper,prob13.pddl,greedyResumeWalker, ,success,12224,10s_easy,109.0,1,0,554,138,2571, ,109,0.0304928,0.01,144,226,9081.0, , ,True,0,0,0,0,1,57376,5,344302,6,6,5,5,goalPredicateCount,9000
gripper,prob14.pddl,greedyResumeWalker, ,success,12504,10s_easy,117.0,1,0,594,148,2935, ,117,0.02,0.01,154,242,9072.0, , ,True,0,0,0,0,4,66855,9,267507,4,4,2,2,goalPredicateCount,9000
gripper,prob15.pddl,greedyResumeWalker, ,success,12812,10s_easy,125.0,1,0,634,158,3323, ,125,0.0353835,0.0119996,164,258,9109.0, , ,True,0,0,0,0,1,51341,3,205388,4,4,3,3,goalPredicateCount,9000
gripper,prob16.pddl,greedyResumeWalker, ,success,13408,10s_easy,133.0,1,0,674,168,3735, ,133,0.03,0.01,174,274,9074.0, , ,True,0,0,0,0,1,50464,5,302824,6,6,5,5,goalPredicateCount,9000
gripper,prob17.pddl,greedyResumeWalker, ,success,13792,10s_easy,141.0,1,0,714,178,4171, ,141,0.0438256,0.0119993,184,290,9100.0, , ,True,0,0,0,0,1,49439,5,296681,5,6,5,5,goalPredicateCount,9000
gripper,prob18.pddl,greedyResumeWalker, ,success,14036,10s_easy,149.0,1,0,754,188,4631, ,149,0.0488563,0.0159992,194,306,9118.0, , ,True,0,0,0,0,5,47167,11,188801,4,4,2,2,goalPredicateCount,9000
gripper,prob19.pddl,greedyResumeWalker, ,success,14288,10s_easy,157.0,1,0,794,198,5115, ,157,0.0519651,0.0199992,204,322,9121.0, , ,True,0,0,0,0,2,48644,6,194630,4,4,3,3,goalPredicateCount,9000
gripper,prob20.pddl,greedyResumeWalker, ,success,14612,10s_easy,165.0,1,0,834,208,5623, ,165,0.0330047,0.0119989,214,338,9081.0, , ,True,0,0,0,0,1,44569,5,267460,6,6,5,5,goalPredicateCount,9000
hanoi,pb1.pddl,greedyResumeWalker, ,success,10540,10s_easy,7.0,1,0,70,17,49, ,7,0.02,0.01,22,38,9080.0, , ,True,0,0,0,0,0,56701,0,283502,2,2,0,0,goalPredicateCount,9000
hanoi,pb2.pddl,greedyResumeWalker, ,success,10672,10s_easy,15.0,1,0,150,37,110, ,15,0.02,0.01,30,68,9079.0, , ,True,0,0,0,0,0,52411,0,262055,2,3,0,0,goalPredicateCount,9000
hanoi,pb3.pddl,greedyResumeWalker, ,success,10668,10s_easy,38.0,1,0,922,230,688, ,38,0.03,0.01,39,110,9096.0, , ,True,0,0,0,0,0,74529,0,372645,2,3,0,0,goalPredicateCount,9000
hanoi,pb4.pddl,greedyResumeWalker, ,success,10800,10s_easy,70.0,1,0,1446,361,1082, ,70,0.0209411,0.01,49,166,9098.0, , ,True,0,0,0,0,0,49053,0,245260,2,3,0,0,goalPredicateCount,9000
hanoi,pb5.pddl,greedyResumeWalker, ,success,11076,10s_easy,164.0,1,0,4362,1090,3269, ,164,0.06171070000000001,0.0399973,60,238,9125.0, , ,True,0,0,0,0,0,50925,0,254625,2,3,0,0,goalPredicateCount,9000
hanoi,pb6.pddl,greedyResumeWalker, ,success,11616,10s_easy,314.0,1,0,12278,3069,9206, ,314,0.209994,0.175994,72,328,9262.0, , ,True,0,0,0,0,0,58617,0,293085,2,3,0,0,goalPredicateCount,9000
logistics_easy,p01.pddl,greedyResumeWalker, ,success,14468,10s_easy,33.0,1,0,362,90,18124, ,33,0.29538460000000005,0.01,559,2992,9401.0, , ,True,0,0,0,72,979,231,5244,99165,15,15,5,4,goalPredicateCount,9000
logistics_easy,p02.pddl,greedyResumeWalker, ,success,19500,10s_easy,53.0,1,0,1614,403,84504, ,53,0.579469,0.119996,1206,5184,9683.0, , ,True,0,0,0,24,634,149,3358,67856,16,16,5,5,goalPredicateCount,9001
logistics_easy,p03.pddl,greedyResumeWalker, ,success,26256,10s_easy,81.0,1,0,2086,521,138287, ,81,0.8758330000000001,0.191972,2175,8786,9996.0, , ,True,0,0,0,14,354,58,2397,54169,19,19,6,6,goalPredicateCount,9000
miconic,s1-0.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,4,9134.0, , ,True,0,0,0,0,20190,61408,55522,315457,1,2,2,3,goalPredicateCount,9000
miconic,s1-1.pddl,greedyResumeWalker, ,success,10536,10s_easy,3.0,1,0,14,3,6, ,3,0.02,0.01,6,4,9278.0, , ,True,0,0,0,0,32769,32661,81998,294748,1,2,2,3,goalPredicateCount,9013
miconic,s1-2.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,4,9184.0, , ,True,0,0,0,0,25218,74993,69336,388868,1,2,2,3,goalPredicateCount,9000
miconic,s1-3.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.02,0.01,6,4,9151.0, , ,True,0,0,0,0,16373,49169,45102,254081,1,2,2,3,goalPredicateCount,9000
miconic,s1-4.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,4,9139.0, , ,True,0,0,0,0,23618,70994,65036,366669,1,2,2,3,goalPredicateCount,9000
miconic,s10-0.pddl,greedyResumeWalker, ,success,11328,10s_easy,43.0,1,0,530,132,2901, ,43,0.05,0.01,60,437,9155.0, , ,True,9,1,1,37,7991,1,22477,582196,19,19,2,2,goalPredicateCount,9000
miconic,s10-1.pddl,greedyResumeWalker, ,success,11328,10s_easy,35.0,1,0,358,89,2639, ,35,0.15000000000000002,0.01,60,497,9323.0, , ,True,8,1,1,97,4186,5136,13667,550641,19,20,3,3,goalPredicateCount,9000
miconic,s10-2.pddl,greedyResumeWalker, ,success,11324,10s_easy,39.0,1,0,446,111,2578, ,39,0.12,0.01,60,446,9317.0, , ,True,18,3,3,46,8836,2,24364,644897,19,19,2,2,goalPredicateCount,9000
miconic,s10-3.pddl,greedyResumeWalker, ,success,11588,10s_easy,38.0,1,0,458,114,2500, ,38,0.05,0.01,60,424,9162.0, , ,True,0,0,0,24,9183,596,27828,749506,19,20,3,3,goalPredicateCount,9000
miconic,s10-4.pddl,greedyResumeWalker, ,success,11324,10s_easy,42.0,1,0,610,152,3164, ,42,0.060000000000000005,0.01,60,422,9187.0, , ,True,14,3,3,22,9410,0,28815,741216,19,19,3,3,goalPredicateCount,9000
miconic,s11-0.pddl,greedyResumeWalker, ,success,11720,10s_easy,44.0,1,0,654,163,4507, ,44,0.13,0.01,66,584,9317.0, , ,True,17,3,3,100,7426,0,24176,685270,21,22,3,3,goalPredicateCount,9000
miconic,s11-1.pddl,greedyResumeWalker, ,success,11596,10s_easy,37.0,1,0,522,130,4103, ,37,0.17,0.01,66,584,9359.0, , ,True,9,3,3,100,6299,7,20079,564997,21,21,3,3,goalPredicateCount,9000
miconic,s11-2.pddl,greedyResumeWalker, ,success,11724,10s_easy,53.0,1,0,818,204,5316, ,53,0.08,0.01,66,546,9204.0, , ,True,29,4,3,62,8578,1,23971,705930,21,21,2,3,goalPredicateCount,9000
miconic,s11-3.pddl,greedyResumeWalker, ,success,11708,10s_easy,44.0,1,0,610,152,4275, ,44,0.13,0.01,66,560,9297.0, , ,True,23,4,4,76,8223,557,23967,711198,21,21,2,3,goalPredicateCount,9000
miconic,s11-4.pddl,greedyResumeWalker, ,success,11468,10s_easy,43.0,1,0,538,134,3894, ,43,0.12,0.01,66,584,9253.0, , ,True,23,5,5,100,2808,10866,9327,679940,22,23,3,3,goalPredicateCount,9000
miconic,s12-0.pddl,greedyResumeWalker, ,success,11976,10s_easy,48.0,1,0,554,138,3430, ,48,0.04,0.01,72,586,9139.0, , ,True,0,0,0,10,8492,2,22103,703934,23,23,2,2,goalPredicateCount,9000
miconic,s12-1.pddl,greedyResumeWalker, ,success,12116,10s_easy,52.0,1,0,690,172,5124, ,52,0.18000000000000002,0.01,72,676,9373.0, , ,True,13,2,2,100,6395,3,21436,657818,23,24,3,3,goalPredicateCount,9000
miconic,s12-2.pddl,greedyResumeWalker, ,success,11964,10s_easy,54.0,1,0,814,203,4995, ,54,0.08,0.01,72,628,9184.0, , ,True,5,1,1,52,7932,0,21512,679011,23,23,2,2,goalPredicateCount,9000
miconic,s12-3.pddl,greedyResumeWalker, ,success,11848,10s_easy,52.0,1,0,738,184,4520, ,52,0.08,0.01,72,602,9218.0, , ,True,2,1,1,26,6893,1,18031,576483,23,23,2,2,goalPredicateCount,9000
miconic,s12-4.pddl,greedyResumeWalker, ,success,11984,10s_easy,58.0,1,0,950,237,5917, ,58,0.0714911,0.01,72,604,9211.0, , ,True,14,3,3,28,7217,0,17502,571132,23,23,2,2,goalPredicateCount,9000
miconic,s13-0.pddl,greedyResumeWalker, ,success,12120,10s_easy,55.0,1,0,846,211,5615, ,55,0.04,0.01,78,685,9123.0, , ,True,0,0,0,9,6815,1,17547,609113,25,25,2,2,goalPredicateCount,9000
miconic,s13-1.pddl,greedyResumeWalker, ,success,11988,10s_easy,49.0,1,0,826,206,6780, ,49,0.14,0.01,78,776,9334.0, , ,True,19,4,3,100,5867,1,19922,661747,25,26,3,3,goalPredicateCount,9000
miconic,s13-2.pddl,greedyResumeWalker, ,success,12520,10s_easy,54.0,1,0,766,191,5189, ,54,0.06999999999999999,0.01,78,731,9190.0, , ,True,8,2,2,55,8394,1822,20417,825007,25,25,2,2,goalPredicateCount,9000
miconic,s13-3.pddl,greedyResumeWalker, ,success,12260,10s_easy,55.0,1,0,650,162,4572, ,55,0.12,0.01,78,745,9310.0, , ,True,4,2,2,69,5269,1667,15259,622207,26,26,2,2,goalPredicateCount,9000
miconic,s13-4.pddl,greedyResumeWalker, ,success,12124,10s_easy,53.0,1,0,854,213,5990, ,53,0.06999999999999999,0.01,78,718,9168.0, , ,True,9,1,1,42,6686,1,17956,616769,25,25,2,2,goalPredicateCount,9000
miconic,s14-0.pddl,greedyResumeWalker, ,success,12376,10s_easy,49.0,1,0,762,190,5657, ,49,0.1804242,0.01,84,884,9358.0, , ,True,16,2,2,100,4378,867,14645,576202,27,28,3,3,goalPredicateCount,9000
miconic,s14-1.pddl,greedyResumeWalker, ,success,12644,10s_easy,67.0,1,0,1114,278,8135, ,67,0.10571849999999999,0.0119994,84,811,9232.0, , ,True,8,1,1,27,5720,0,15164,564133,27,27,2,2,goalPredicateCount,9000
miconic,s14-2.pddl,greedyResumeWalker, ,success,12636,10s_easy,55.0,1,0,946,236,7997, ,55,0.203799,0.0120001,84,884,9409.0, , ,True,15,3,3,100,5254,1,18070,644477,27,28,3,3,goalPredicateCount,9000
miconic,s14-3.pddl,greedyResumeWalker, ,success,11984,10s_easy,50.0,1,0,682,170,5386, ,50,0.0909583,0.01,84,826,9199.0, , ,True,16,4,3,42,3740,4625,11166,663099,27,27,2,3,goalPredicateCount,9000
miconic,s14-4.pddl,greedyResumeWalker, ,success,12376,10s_easy,51.0,1,0,778,194,7106, ,51,0.17,0.01,84,884,9323.0, , ,True,45,8,7,100,5398,774,19605,733296,27,28,3,3,goalPredicateCount,9000
miconic,s15-0.pddl,greedyResumeWalker, ,success,12768,10s_easy,59.0,1,0,870,217,7446, ,59,0.19525309999999999,0.0119992,90,989,9394.0, , ,True,12,2,1,89,4800,2,14143,552502,29,29,2,2,goalPredicateCount,9000
miconic,s15-1.pddl,greedyResumeWalker, ,success,12784,10s_easy,69.0,1,0,1370,342,11064, ,69,0.1425551,0.0199991,90,953,9315.0, , ,True,36,7,5,53,5106,4,14303,571622,29,29,2,2,goalPredicateCount,9000
miconic,s15-2.pddl,greedyResumeWalker, ,success,13296,10s_easy,69.0,1,0,1338,334,10018, ,69,0.043581299999999996,0.0119984,90,907,9135.0, , ,True,16,2,1,7,6858,0,16203,668924,29,29,2,2,goalPredicateCount,9000
miconic,s15-3.pddl,greedyResumeWalker, ,success,12904,10s_easy,69.0,1,0,1254,313,9801, ,69,0.0629874,0.0119989,90,936,9149.0, , ,True,17,3,3,36,3349,3353,9360,572903,29,30,2,3,goalPredicateCount,9000
miconic,s15-4.pddl,greedyResumeWalker, ,success,12644,10s_easy,60.0,1,0,1110,277,9102, ,60,0.11999900000000001,0.0159991,90,937,9236.0, , ,True,10,3,3,37,3066,3879,7550,541875,29,29,2,2,goalPredicateCount,9000
miconic,s16-0.pddl,greedyResumeWalker, ,success,13288,10s_easy,76.0,1,0,1474,368,12625, ,76,0.0928109,0.011999,96,1070,9231.0, , ,True,9,3,3,46,5477,1,14555,621449,31,31,2,2,goalPredicateCount,9000
miconic,s16-1.pddl,greedyResumeWalker, ,success,12904,10s_easy,63.0,1,0,1058,264,9120, ,63,0.1559966,0.0119971,96,1070,9299.0, , ,True,19,4,3,46,5256,4,15088,637772,31,31,2,3,goalPredicateCount,9000
miconic,s16-2.pddl,greedyResumeWalker, ,success,13308,10s_easy,77.0,1,0,1542,385,12592, ,77,0.0666674,0.0166674,96,1048,9141.0, , ,True,9,4,4,24,2128,6465,5379,641351,31,31,2,2,goalPredicateCount,9000
miconic,s16-3.pddl,greedyResumeWalker, ,success,12912,10s_easy,64.0,1,0,1194,298,9980, ,64,0.1199994,0.0159993,96,1053,9251.0, , ,True,5,1,1,29,4204,313,12524,547965,31,32,2,3,goalPredicateCount,9000
miconic,s16-4.pddl,greedyResumeWalker, ,success,13152,10s_easy,65.0,1,0,1238,309,11432, ,65,0.18599880000000002,0.0119991,96,1124,9382.0, , ,True,23,5,4,100,4645,291,15877,671109,31,32,3,3,goalPredicateCount,9000
miconic,s17-0.pddl,greedyResumeWalker, ,success,15380,10s_easy,65.0,1,0,1326,331,12560, ,65,0.15704320000000002,0.0159847,102,1256,9305.0, , ,True,24,5,5,100,4510,306,14792,667089,33,33,3,3,goalPredicateCount,9000
