domain,problem,algorithm,unexplained_errors,error,raw_memory,p7_settings_file,cost,coverage,dead_ends,evaluations,expansions,generated,initial_h_value,plan_length,planner_time,search_time,translator_facts,reformulation_time,reformulated_plan_valid,rebuild_plan_valid,solvable,plan_length_difference,macros_used,unique_macros_used,macros_generated,total_walker_paths,total_walker_steps,total_walker_actions_generated,walker_average_branching_factor,walker_median_branching_factor,walker_average_path_length,walker_median_path_length,walker_heuristic,walker_total_time
freecell_easy,probfreecell-3-1.pddl,greedyResumeWalker, ,success,34640,10s_easy,14.0,1,0,58,14,111, ,14,0.502888,0.0199995,125,9556.0, , ,True,0,0,0,0,5,47,562,0,0,9,8,goalPredicateCount,9000
freecell_easy,probfreecell-3-2.pddl,greedyResumeWalker, ,success,34200,10s_easy,13.0,1,0,54,13,133, ,13,0.3979974,0.0159999,124,9451.0, , ,True,0,0,0,0,5,57,946,0,0,11,11,goalPredicateCount,9000
freecell_easy,probfreecell-3-3.pddl,greedyResumeWalker, ,success,34164,10s_easy,13.0,1,0,54,13,132, ,13,0.6199995,0.0200016,126,9708.0, , ,True,0,0,0,0,8,54,576,0,0,6,5,goalPredicateCount,9000
freecell_easy,probfreecell-3-4.pddl,greedyResumeWalker, ,success,33556,10s_easy,12.0,1,0,50,12,138, ,12,0.4363624,0.0120014,125,9498.0, , ,True,0,0,0,0,1,21,223,0,0,21,21,goalPredicateCount,9000
freecell_easy,probfreecell-3-5.pddl,greedyResumeWalker, ,success,34752,10s_easy,14.0,1,0,58,14,134, ,14,0.636663,0.0239998,124,9714.0, , ,True,0,0,0,0,4,35,456,0,0,8,15,goalPredicateCount,9000
gripper,prob01.pddl,greedyResumeWalker, ,success,10536,10s_easy,13.0,1,0,74,18,75, ,13,0.01,0.01,24,9059.0, , ,True,0,0,0,0,3306,6624,659843,6,6,2,2,goalPredicateCount,9000
gripper,prob02.pddl,greedyResumeWalker, ,success,10536,10s_easy,21.0,1,0,114,28,153, ,21,0.02,0.01,34,9086.0, , ,True,0,0,0,2,4171,8366,953330,6,8,2,2,goalPredicateCount,9000
gripper,prob03.pddl,greedyResumeWalker, ,success,10536,10s_easy,29.0,1,0,154,38,251, ,29,0.02,0.01,44,9099.0, , ,True,0,0,0,0,2675,5379,650160,7,8,2,2,goalPredicateCount,9000
gripper,prob04.pddl,greedyResumeWalker, ,success,10668,10s_easy,36.0,1,0,198,49,391, ,36,0.03,0.01,54,9105.0, , ,True,1,1,1,2,3189,6411,751919,7,8,2,2,goalPredicateCount,9000
gripper,prob05.pddl,greedyResumeWalker, ,success,10800,10s_easy,44.0,1,0,238,59,542, ,44,0.02,0.01,64,9071.0, , ,True,2,1,1,2,3501,7053,820945,7,8,2,2,goalPredicateCount,9000
gripper,prob06.pddl,greedyResumeWalker, ,success,10932,10s_easy,52.0,1,0,278,69,713, ,52,0.02,0.01,74,9075.0, , ,True,2,1,1,1,3079,6206,712479,7,8,2,2,goalPredicateCount,9000
gripper,prob07.pddl,greedyResumeWalker, ,success,11068,10s_easy,60.0,1,0,318,79,911, ,60,0.02,0.01,84,9071.0, , ,True,1,1,1,1,2612,5286,630083,7,8,2,2,goalPredicateCount,9000
gripper,prob08.pddl,greedyResumeWalker, ,success,11300,10s_easy,68.0,1,0,358,89,1134, ,68,0.03,0.01,94,9100.0, , ,True,1,1,1,2,2137,4360,508576,7,8,2,2,goalPredicateCount,9000
gripper,prob09.pddl,greedyResumeWalker, ,success,11444,10s_easy,77.0,1,0,394,98,1355, ,77,0.02,0.01,104,9074.0, , ,True,0,0,0,0,2262,4613,544880,7,8,2,2,goalPredicateCount,9000
gripper,prob10.pddl,greedyResumeWalker, ,success,11708,10s_easy,85.0,1,0,434,108,1623, ,85,0.02,0.01,114,9074.0, , ,True,0,0,0,0,2454,4989,585375,7,8,2,2,goalPredicateCount,9000
gripper,prob11.pddl,greedyResumeWalker, ,success,11812,10s_easy,91.0,1,0,466,116,1868, ,91,0.03,0.01,124,9082.0, , ,True,2,1,1,2,2798,5708,657605,7,8,2,2,goalPredicateCount,9000
gripper,prob12.pddl,greedyResumeWalker, ,success,11552,10s_easy,100.0,1,0,418,104,2165, ,100,0.0313068,0.01,134,9114.0, , ,True,29,28,3,3,1987,4099,462019,7,8,2,2,goalPredicateCount,9000
gripper,prob13.pddl,greedyResumeWalker, ,success,12236,10s_easy,106.0,1,0,546,136,2518, ,106,0.0599992,0.015999,144,9156.0, , ,True,3,2,2,3,1891,3886,450334,7,8,2,2,goalPredicateCount,9000
gripper,prob14.pddl,greedyResumeWalker, ,success,12500,10s_easy,116.0,1,0,598,149,2969, ,116,0.0433699,0.0119996,154,9130.0, , ,True,1,1,1,1,1799,3757,429925,7,8,2,2,goalPredicateCount,9000
gripper,prob15.pddl,greedyResumeWalker, ,success,12868,10s_easy,114.0,1,0,622,155,3144, ,114,0.0459995,0.0159995,164,9130.0, , ,True,8,4,4,4,1806,3758,419282,7,8,2,2,goalPredicateCount,9000
gripper,prob16.pddl,greedyResumeWalker, ,success,13408,10s_easy,122.0,1,0,754,188,4068, ,122,0.0415375,0.0115375,176,9111.0, , ,True,11,5,5,12,2193,4592,531824,7,8,2,2,goalPredicateCount,9000
gripper,prob17.pddl,greedyResumeWalker, ,success,13544,10s_easy,135.0,1,0,698,174,4026, ,135,0.0559986,0.0119992,184,9136.0, , ,True,5,2,2,3,1684,3530,409173,7,8,2,2,goalPredicateCount,9000
gripper,prob18.pddl,greedyResumeWalker, ,success,13972,10s_easy,147.0,1,0,758,189,4682, ,147,0.0624248,0.0199986,194,9142.0, , ,True,3,2,2,3,1602,3375,377681,7,8,2,2,goalPredicateCount,9000
gripper,prob19.pddl,greedyResumeWalker, ,success,14328,10s_easy,149.0,1,0,1078,269,6482, ,149,0.0459932,0.0132166,204,9111.0, , ,True,11,8,8,12,1814,3836,424589,7,8,2,2,goalPredicateCount,9000
gripper,prob20.pddl,greedyResumeWalker, ,success,14484,10s_easy,157.0,1,0,1094,273,7056, ,157,0.08196780000000001,0.0279986,214,9169.0, , ,True,11,8,8,10,1620,3452,371250,7,8,2,2,goalPredicateCount,9000
hanoi,pb1.pddl,greedyResumeWalker, ,success,10540,10s_easy,7.0,1,0,70,17,49, ,7,0.02,0.01,22,9073.0, , ,True,0,0,0,0,0,0,491920,2,3,0,0,goalPredicateCount,9000
hanoi,pb2.pddl,greedyResumeWalker, ,success,10672,10s_easy,15.0,1,0,150,37,110, ,15,0.02,0.01,30,9084.0, , ,True,0,0,0,0,1,2,462280,2,3,2,2,goalPredicateCount,9000
hanoi,pb3.pddl,greedyResumeWalker, ,success,10668,10s_easy,38.0,1,0,922,230,688, ,38,0.02,0.01,39,9066.0, , ,True,0,0,0,0,1,2,477908,2,3,2,2,goalPredicateCount,9000
hanoi,pb4.pddl,greedyResumeWalker, ,success,10800,10s_easy,70.0,1,0,1446,361,1082, ,70,0.0419869,0.0119869,49,9107.0, , ,True,0,0,0,0,1,2,313683,2,3,2,2,goalPredicateCount,9000
hanoi,pb5.pddl,greedyResumeWalker, ,success,11076,10s_easy,164.0,1,0,4362,1090,3269, ,164,0.04906,0.0279939,60,9095.0, , ,True,0,0,0,0,1,2,376995,2,3,2,2,goalPredicateCount,9000
hanoi,pb6.pddl,greedyResumeWalker, ,success,11616,10s_easy,314.0,1,0,12278,3069,9206, ,314,0.130265,0.107986,72,9177.0, , ,True,0,0,0,0,0,0,406330,2,3,0,0,goalPredicateCount,9000
logistics_easy,p01.pddl,greedyResumeWalker, ,success,14252,10s_easy,33.0,1,0,362,90,14975, ,33,0.2666076,0.0159994,559,9374.0, , ,True,0,0,0,20,960,5266,99255,15,15,5,5,goalPredicateCount,9000
logistics_easy,p02.pddl,greedyResumeWalker, ,success,19484,10s_easy,53.0,1,0,1614,403,82616, ,53,0.3591706,0.0879803,1206,9444.0, , ,True,0,0,0,20,763,4215,84096,16,16,5,5,goalPredicateCount,9001
logistics_easy,p03.pddl,greedyResumeWalker, ,success,26884,10s_easy,81.0,1,0,2650,662,172961, ,81,0.612277,0.199994,2175,9686.0, , ,True,0,0,0,2,353,2329,52855,19,19,6,6,goalPredicateCount,9000
miconic,s1-0.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.02,0.01,6,9223.0, , ,True,0,0,0,0,31091,77737,279562,1,2,2,3,goalPredicateCount,9000
miconic,s1-1.pddl,greedyResumeWalker, ,success,10536,10s_easy,3.0,1,0,14,3,6, ,3,0.01,0.01,6,9233.0, , ,True,0,0,0,0,51767,129315,465726,1,2,2,2,goalPredicateCount,9000
miconic,s1-2.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,9197.0, , ,True,0,0,0,0,36677,91658,331043,1,2,2,2,goalPredicateCount,9000
miconic,s1-3.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,9201.0, , ,True,0,0,0,0,31248,78023,281280,1,2,2,2,goalPredicateCount,9000
miconic,s1-4.pddl,greedyResumeWalker, ,success,10536,10s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,9215.0, , ,True,0,0,0,0,31517,78911,283715,1,2,2,3,goalPredicateCount,9000
miconic,s10-0.pddl,greedyResumeWalker, ,success,11452,10s_easy,46.0,1,0,638,159,3178, ,46,0.04,0.01,60,10146.0, , ,True,4,1,1,20,6601,45070,1020881,19,19,6,6,goalPredicateCount,9000
miconic,s10-1.pddl,greedyResumeWalker, ,success,11320,10s_easy,39.0,1,0,398,99,1998, ,39,0.04,0.01,60,9897.0, , ,True,4,1,1,20,5526,40553,901486,19,19,7,6,goalPredicateCount,9000
miconic,s10-2.pddl,greedyResumeWalker, ,success,11320,10s_easy,45.0,1,0,518,129,2709, ,45,0.04,0.01,60,10129.0, , ,True,0,0,0,20,5660,37887,862688,19,19,6,6,goalPredicateCount,9000
miconic,s10-3.pddl,greedyResumeWalker, ,success,11444,10s_easy,36.0,1,0,410,102,2322, ,36,0.04,0.01,60,9848.0, , ,True,3,1,1,20,7591,44448,1034737,19,20,5,5,goalPredicateCount,9000
miconic,s10-4.pddl,greedyResumeWalker, ,success,11308,10s_easy,41.0,1,0,510,127,2787, ,41,0.060000000000000005,0.01,60,10086.0, , ,True,6,2,2,20,7602,44970,1045286,19,19,5,5,goalPredicateCount,9000
miconic,s11-0.pddl,greedyResumeWalker, ,success,11720,10s_easy,53.0,1,0,754,188,4198, ,53,0.0602957,0.01,66,10134.0, , ,True,8,2,2,20,4942,37673,930613,21,22,7,6,goalPredicateCount,9000
miconic,s11-1.pddl,greedyResumeWalker, ,success,11448,10s_easy,49.0,1,0,522,130,2911, ,49,0.04,0.01,66,9910.0, , ,True,4,1,1,20,5697,39421,982657,21,21,6,6,goalPredicateCount,9000
miconic,s11-2.pddl,greedyResumeWalker, ,success,11724,10s_easy,57.0,1,0,846,211,4935, ,57,0.05,0.01,66,9979.0, , ,True,0,0,0,20,7031,43247,1093943,21,21,6,6,goalPredicateCount,9000
miconic,s11-3.pddl,greedyResumeWalker, ,success,11720,10s_easy,48.0,1,0,602,150,3483, ,48,0.04,0.01,66,9881.0, , ,True,6,3,2,20,6857,41668,1056253,21,21,6,6,goalPredicateCount,9000
miconic,s11-4.pddl,greedyResumeWalker, ,success,11592,10s_easy,48.0,1,0,662,165,3974, ,48,0.05,0.01,66,9745.0, , ,True,12,4,4,20,6847,41939,1061728,21,21,6,5,goalPredicateCount,9000
miconic,s12-0.pddl,greedyResumeWalker, ,success,11980,10s_easy,42.0,1,0,438,109,2766, ,42,0.04,0.01,72,9819.0, , ,True,2,1,1,20,5941,43452,1172689,23,23,7,6,goalPredicateCount,9000
miconic,s12-1.pddl,greedyResumeWalker, ,success,11980,10s_easy,52.0,1,0,722,180,4598, ,52,0.05,0.01,72,9888.0, , ,True,3,1,1,20,5570,35436,979182,23,24,6,6,goalPredicateCount,9000
miconic,s12-2.pddl,greedyResumeWalker, ,success,11852,10s_easy,57.0,1,0,950,237,5918, ,57,0.050956100000000004,0.01,72,9949.0, , ,True,2,1,1,20,5264,33684,925488,23,23,6,6,goalPredicateCount,9000
miconic,s12-3.pddl,greedyResumeWalker, ,success,11848,10s_easy,54.0,1,0,738,184,4633, ,54,0.04,0.01,72,9751.0, , ,True,0,0,0,20,5340,34594,948933,23,23,6,6,goalPredicateCount,9000
miconic,s12-4.pddl,greedyResumeWalker, ,success,11984,10s_easy,61.0,1,0,962,240,6005, ,61,0.073355,0.0119829,72,9714.0, , ,True,0,0,0,20,5083,32595,895355,23,23,6,6,goalPredicateCount,9000
miconic,s13-0.pddl,greedyResumeWalker, ,success,12120,10s_easy,49.0,1,0,690,172,4687, ,49,0.0513802,0.01,78,9675.0, , ,True,6,3,3,20,4973,36303,1065993,25,25,7,6,goalPredicateCount,9000
miconic,s13-1.pddl,greedyResumeWalker, ,success,11992,10s_easy,55.0,1,0,874,218,6050, ,55,0.07336089999999999,0.0119998,78,9843.0, , ,True,2,1,1,20,4482,29826,883113,25,25,6,6,goalPredicateCount,9000
miconic,s13-2.pddl,greedyResumeWalker, ,success,12512,10s_easy,66.0,1,0,1130,282,7690, ,66,0.05,0.01,78,9690.0, , ,True,29,15,13,20,5412,36435,1076247,25,25,6,6,goalPredicateCount,9000
miconic,s13-3.pddl,greedyResumeWalker, ,success,12128,10s_easy,59.0,1,0,738,184,5056, ,59,0.0607723,0.01,78,10017.0, , ,True,18,8,6,20,5171,38216,1117669,25,25,7,7,goalPredicateCount,9000
miconic,s13-4.pddl,greedyResumeWalker, ,success,11988,10s_easy,53.0,1,0,822,205,5721, ,53,0.05,0.01,78,9573.0, , ,True,4,2,2,20,4776,31753,939569,25,25,6,6,goalPredicateCount,9000
miconic,s14-0.pddl,greedyResumeWalker, ,success,12276,10s_easy,55.0,1,0,854,213,6111, ,55,0.05,0.01,84,9446.0, , ,True,3,1,1,20,4554,31052,987471,27,27,6,6,goalPredicateCount,9000
miconic,s14-1.pddl,greedyResumeWalker, ,success,12540,10s_easy,70.0,1,0,1034,258,7724, ,70,0.0736827,0.0119989,84,9841.0, , ,True,22,11,10,20,4977,34597,1101517,27,27,6,6,goalPredicateCount,9000
miconic,s14-2.pddl,greedyResumeWalker, ,success,12796,10s_easy,69.0,1,0,1090,272,7999, ,69,0.0517931,0.0117931,84,9390.0, , ,True,9,3,3,20,4342,30263,959813,27,27,6,6,goalPredicateCount,9000
miconic,s14-3.pddl,greedyResumeWalker, ,success,12264,10s_easy,58.0,1,0,838,209,6186, ,58,0.04,0.01,84,9655.0, , ,True,18,7,6,20,4787,36696,1156344,27,27,7,7,goalPredicateCount,9000
miconic,s14-4.pddl,greedyResumeWalker, ,success,12268,10s_easy,61.0,1,0,754,188,5577, ,61,0.05,0.01,84,9636.0, , ,True,4,1,1,20,4687,33633,1063947,27,27,7,6,goalPredicateCount,9000
miconic,s15-0.pddl,greedyResumeWalker, ,success,12508,10s_easy,60.0,1,0,962,240,7553, ,60,0.05,0.01,90,9520.0, , ,True,2,1,1,20,4287,30687,1039058,29,29,7,7,goalPredicateCount,9000
miconic,s15-1.pddl,greedyResumeWalker, ,success,13432,10s_easy,73.0,1,0,1558,389,11801, ,73,0.0683657,0.0159986,90,9621.0, , ,True,14,6,5,20,4097,31961,1071685,29,29,7,7,goalPredicateCount,9003
miconic,s15-2.pddl,greedyResumeWalker, ,success,13020,10s_easy,70.0,1,0,1258,314,9703, ,70,0.0593572,0.0159991,90,9581.0, , ,True,4,2,2,20,4256,32891,1104766,29,29,7,7,goalPredicateCount,9000
miconic,s15-3.pddl,greedyResumeWalker, ,success,12772,10s_easy,62.0,1,0,1042,260,7992, ,62,0.0841867,0.0119993,90,9640.0, , ,True,4,2,2,20,3634,25662,870866,29,29,7,6,goalPredicateCount,9000
miconic,s15-4.pddl,greedyResumeWalker, ,success,12504,10s_easy,66.0,1,0,1002,250,7880, ,66,0.0775471,0.0159989,90,9791.0, , ,True,2,1,1,20,4423,31185,1058632,29,29,7,6,goalPredicateCount,9000
miconic,s16-0.pddl,greedyResumeWalker, ,success,13304,10s_easy,75.0,1,0,1394,348,11525, ,75,0.0643599,0.0119989,96,9679.0, , ,True,0,0,0,20,4074,29619,1068666,31,31,7,7,goalPredicateCount,9000
miconic,s16-1.pddl,greedyResumeWalker, ,success,13040,10s_easy,71.0,1,0,1018,254,8284, ,71,0.08816460000000001,0.0159995,96,9471.0, , ,True,4,2,2,20,3019,24917,887217,31,31,8,7,goalPredicateCount,9000
miconic,s16-2.pddl,greedyResumeWalker, ,success,13180,10s_easy,75.0,1,0,1258,314,10373, ,75,0.09999920000000001,0.0159995,96,9646.0, , ,True,4,2,2,20,3399,25145,905636,31,31,7,7,goalPredicateCount,9000
miconic,s16-3.pddl,greedyResumeWalker, ,success,12912,10s_easy,69.0,1,0,1226,306,10139, ,69,0.1014204,0.0159371,96,9646.0, , ,True,2,1,1,20,3332,24410,881391,31,31,7,7,goalPredicateCount,9000
miconic,s16-4.pddl,greedyResumeWalker, ,success,13180,10s_easy,74.0,1,0,1154,288,9389, ,74,0.0737283,0.011999,96,9661.0, , ,True,2,1,1,20,3988,33596,1195354,31,31,8,7,goalPredicateCount,9000
miconic,s17-0.pddl,greedyResumeWalker, ,success,15412,10s_easy,76.0,1,0,1726,431,14831, ,76,0.1011418,0.0279988,102,9431.0, , ,True,3,3,3,9,3052,22860,873928,33,33,7,7,goalPredicateCount,9000
miconic,s17-1.pddl,greedyResumeWalker, ,success,15292,10s_easy,74.0,1,0,1446,361,12597, ,74,0.1161648,0.0239991,102,9552.0, , ,True,6,3,2,20,2975,22114,846480,33,33,7,7,goalPredicateCount,9000
miconic,s17-2.pddl,greedyResumeWalker, ,success,15140,10s_easy,78.0,1,0,1506,376,12982, ,78,0.11799889999999999,0.0239988,102,9573.0, , ,True,2,1,1,20,2842,22861,866236,33,33,8,7,goalPredicateCount,9000
miconic,s17-3.pddl,greedyResumeWalker, ,success,16216,10s_easy,86.0,1,0,1646,411,14028, ,86,0.06832840000000001,0.0159983,102,9402.0, , ,True,0,0,0,20,3155,26712,1007425,33,33,8,7,goalPredicateCount,9000
miconic,s17-4.pddl,greedyResumeWalker, ,success,15412,10s_easy,70.0,1,0,1518,379,13030, ,70,0.0655713,0.0119839,102,9719.0, , ,True,4,2,2,20,3193,26943,1015857,33,33,8,7,goalPredicateCount,9000
