domain,problem,algorithm,unexplained_errors,error,raw_memory,p7_settings_file,cost,coverage,dead_ends,evaluations,expansions,generated,initial_h_value,plan_length,planner_time,search_time,translator_facts,reformulation_time,reformulated_plan_valid,rebuild_plan_valid,solvable,plan_length_difference,macros_used,unique_macros_used,macros_generated,total_walker_paths,total_walker_steps,total_walker_actions_generated,walker_average_branching_factor,walker_median_branching_factor,walker_average_path_length,walker_median_path_length,walker_heuristic,walker_total_time
freecell_easy,probfreecell-2-1.pddl,queueWalker, ,success,23736,10s_easy,9.0,1,0,38,9,54, ,9,0.2899946,0.01,92,9713.0, , ,True,0,0,0,20,6175,100990,10486,1,2,16,17,goalPredicateCount,9000
freecell_easy,probfreecell-2-2.pddl,queueWalker, ,success,23428,10s_easy,8.0,1,0,34,8,74, ,8,0.2922265,0.01,91,9766.0, , ,True,0,0,0,20,6563,101405,11298,1,2,15,16,goalPredicateCount,9000
freecell_easy,probfreecell-2-3.pddl,queueWalker, ,success,23204,10s_easy,8.0,1,0,34,8,55, ,8,0.2899987,0.01,92,9770.0, , ,True,0,0,0,20,6699,103819,11436,1,2,15,16,goalPredicateCount,9000
freecell_easy,probfreecell-2-4.pddl,queueWalker, ,success,23028,10s_easy,8.0,1,0,34,8,70, ,8,0.3085704,0.01,90,9823.0, , ,True,0,0,0,20,7138,111385,12077,1,2,15,16,goalPredicateCount,9000
freecell_easy,probfreecell-2-5.pddl,queueWalker, ,success,23720,10s_easy,9.0,1,0,38,9,61, ,9,0.2999986,0.01,92,9890.0, , ,True,0,0,0,20,6567,101583,11193,1,2,15,16,goalPredicateCount,9000
freecell_easy,probfreecell-3-1.pddl,queueWalker, ,success,33440,10s_easy,7.0,1,0,30,7,50, ,7,0.7433638,0.01,125,9924.0, , ,True,8,1,1,4,1906,25844,10062,5,4,13,16,goalPredicateCount,9000
freecell_easy,probfreecell-3-2.pddl,queueWalker, ,success,34200,10s_easy,13.0,1,0,54,13,133, ,13,0.657706,0.0239996,124,9743.0, , ,True,0,0,0,0,823,2153,14521,17,17,2,3,goalPredicateCount,9000
freecell_easy,probfreecell-3-3.pddl,queueWalker, ,success,33428,10s_easy,13.0,1,0,54,13,137, ,13,0.5279846,0.0119925,126,9823.0, , ,True,0,0,0,20,2331,29418,11508,4,3,12,14,goalPredicateCount,9000
freecell_easy,probfreecell-3-4.pddl,queueWalker, ,success,33556,10s_easy,12.0,1,0,50,12,138, ,12,0.4163609,0.0120001,125,9613.0, , ,True,0,0,0,0,1814,23732,11097,6,4,13,16,goalPredicateCount,9000
freecell_easy,probfreecell-3-5.pddl,queueWalker, ,success,34604,10s_easy,13.0,1,0,54,13,151, ,13,0.793586,0.0199996,124,10034.0, , ,True,4,1,1,20,1695,20252,11058,6,4,11,15,goalPredicateCount,9000
gripper,prob01.pddl,queueWalker, ,success,10536,10s_easy,13.0,1,0,74,18,75, ,13,0.02,0.01,24,9542.0, , ,True,0,0,0,0,1215,361327,3160,2,2,297,297,goalPredicateCount,9001
gripper,prob02.pddl,queueWalker, ,success,10540,10s_easy,21.0,1,0,114,28,151, ,21,0.02,0.01,34,9763.0, , ,True,0,0,0,0,1200,344278,3231,2,2,286,287,goalPredicateCount,9001
gripper,prob03.pddl,queueWalker, ,success,10672,10s_easy,1.0,1,0,10,2,26, ,1,0.14,0.01,44,9818.0, , ,True,453,1,1,8,1178,328817,3289,2,2,279,279,goalPredicateCount,9000
gripper,prob04.pddl,queueWalker, ,success,10668,10s_easy,37.0,1,0,194,48,375, ,37,0.02,0.01,54,9779.0, , ,True,0,0,0,0,1173,311409,3431,2,2,265,264,goalPredicateCount,9001
gripper,prob05.pddl,queueWalker, ,success,10804,10s_easy,45.0,1,0,234,58,523, ,45,0.02,0.01,64,9561.0, , ,True,0,0,0,0,1196,316537,3607,2,2,264,262,goalPredicateCount,9002
gripper,prob06.pddl,queueWalker, ,success,10800,10s_easy,1.0,1,0,6,1,41, ,1,1.91,0.01,74,11689.0, , ,True,310,1,1,12,1255,348865,3863,3,2,277,275,goalPredicateCount,9001
gripper,prob07.pddl,queueWalker, ,success,11056,10s_easy,61.0,1,0,314,78,891, ,61,0.02,0.01,84,9427.0, , ,True,0,0,0,0,1115,263542,3651,3,2,236,232,goalPredicateCount,9001
gripper,prob08.pddl,queueWalker, ,success,11304,10s_easy,69.0,1,0,354,88,1111, ,69,0.02,0.01,94,9644.0, , ,True,0,0,0,0,1162,264211,3961,3,2,227,219,goalPredicateCount,9000
gripper,prob09.pddl,queueWalker, ,success,11444,10s_easy,77.0,1,0,394,98,1355, ,77,0.03,0.01,104,9615.0, , ,True,0,0,0,0,1106,234945,3933,3,2,212,203,goalPredicateCount,9005
gripper,prob10.pddl,queueWalker, ,success,11708,10s_easy,85.0,1,0,434,108,1623, ,85,0.031087200000000002,0.01,114,9697.0, , ,True,0,0,0,0,1208,280839,4321,3,2,232,221,goalPredicateCount,9006
gripper,prob11.pddl,queueWalker, ,success,11832,10s_easy,93.0,1,0,474,118,1915, ,93,0.03,0.01,124,9659.0, , ,True,0,0,0,0,1228,297541,4431,3,2,242,232,goalPredicateCount,9000
gripper,prob12.pddl,queueWalker, ,success,12088,10s_easy,101.0,1,0,514,128,2231, ,101,0.02,0.01,134,9466.0, , ,True,0,0,0,0,1164,253602,4433,3,2,217,204,goalPredicateCount,9000
gripper,prob13.pddl,queueWalker, ,success,12224,10s_easy,109.0,1,0,554,138,2571, ,109,0.0431864,0.0119994,144,9598.0, , ,True,0,0,0,0,1049,187867,4315,4,2,179,157,goalPredicateCount,9005
gripper,prob14.pddl,queueWalker, ,success,11220,10s_easy,1.0,1,0,6,1,73, ,1,46.78,0.01,154,56696.0, , ,True,349,1,1,12,1166,244211,4705,4,2,209,190,goalPredicateCount,9001
gripper,prob15.pddl,queueWalker, ,success,12812,10s_easy,125.0,1,0,634,158,3323, ,125,0.02,0.01,164,9599.0, , ,True,0,0,0,0,1132,220060,4737,4,2,194,172,goalPredicateCount,9002
gripper,prob16.pddl,queueWalker, ,success,13408,10s_easy,133.0,1,0,674,168,3735, ,133,0.03365,0.011999,174,9540.0, , ,True,0,0,0,0,1076,182263,4785,4,4,169,138,goalPredicateCount,9001
gripper,prob17.pddl,queueWalker, ,success,13792,10s_easy,141.0,1,0,714,178,4171, ,141,0.0499947,0.0159948,184,9509.0, , ,True,0,0,0,0,975,148443,4603,4,5,152,127,goalPredicateCount,9003
gripper,prob18.pddl,queueWalker, ,success,14036,10s_easy,149.0,1,0,754,188,4631, ,149,0.0319988,0.0119988,194,9502.0, , ,True,0,0,0,0,1021,159433,4857,4,5,156,133,goalPredicateCount,9003
gripper,prob19.pddl,queueWalker, ,success,14288,10s_easy,157.0,1,0,794,198,5115, ,157,0.0318234,0.0118234,204,9490.0, , ,True,0,0,0,0,1022,154889,5009,4,7,151,129,goalPredicateCount,9003
gripper,prob20.pddl,queueWalker, ,success,14612,10s_easy,165.0,1,0,834,208,5623, ,165,0.0432476,0.0119943,214,9441.0, , ,True,0,0,0,0,1015,149681,5105,4,8,147,129,goalPredicateCount,9001
hanoi,pb1.pddl,queueWalker, ,success,10536,10s_easy,7.0,1,0,42,10,49, ,7,0.03,0.01,22,9563.0, , ,True,7,1,1,20,9764,116783,24417,2,2,11,12,goalPredicateCount,9000
hanoi,pb2.pddl,queueWalker, ,success,10672,10s_easy,16.0,1,0,150,37,130, ,16,0.03,0.01,30,9439.0, , ,True,7,1,1,20,9291,110697,23235,2,3,11,12,goalPredicateCount,9000
hanoi,pb3.pddl,queueWalker, ,success,10672,10s_easy,32.0,1,0,478,119,376, ,32,0.04,0.01,39,9436.0, , ,True,0,0,0,20,8202,96710,20512,2,2,11,12,goalPredicateCount,9000
hanoi,pb4.pddl,queueWalker, ,success,10800,10s_easy,74.0,1,0,1450,362,1105, ,74,0.04,0.01,49,9457.0, , ,True,7,1,1,20,8375,99039,20945,2,3,11,12,goalPredicateCount,9000
hanoi,pb5.pddl,queueWalker, ,success,11064,10s_easy,150.0,1,0,4370,1092,3326, ,150,0.0899997,0.0399997,60,9480.0, , ,True,25,4,2,20,6611,75141,16535,2,3,11,12,goalPredicateCount,9000
hanoi,pb6.pddl,queueWalker, ,success,11716,10s_easy,303.0,1,0,12058,3014,9061, ,303,0.247583,0.171994,72,9610.0, , ,True,7,1,1,20,6237,70068,15600,2,3,11,11,goalPredicateCount,9000
logistics_easy,p01.pddl,queueWalker, ,success,14504,10s_easy,32.0,1,0,430,107,16192, ,32,0.1979979,0.0199992,559,9275.0, , ,True,0,0,0,0,441,1098,6855,15,15,2,2,goalPredicateCount,9000
logistics_easy,p02.pddl,queueWalker, ,success,19364,10s_easy,53.0,1,0,1618,404,79921, ,53,0.475054,0.123996,1206,9547.0, , ,True,0,0,0,0,287,605,4864,16,16,2,2,goalPredicateCount,9000
logistics_easy,p03.pddl,queueWalker, ,success,26836,10s_easy,81.0,1,0,2754,688,179477, ,81,0.717288,0.287991,2175,9782.0, , ,True,0,0,0,0,222,444,4610,19,19,2,2,goalPredicateCount,9001
miconic,s1-0.pddl,queueWalker, ,success,10536,10s_easy,2.0,1,0,10,2,23, ,2,0.02,0.01,6,9582.0, , ,True,9,1,1,20,10257,186288,18484,1,2,18,19,goalPredicateCount,9000
miconic,s1-1.pddl,queueWalker, ,success,10536,10s_easy,2.0,1,0,10,2,16, ,2,0.03,0.01,6,9712.0, , ,True,8,1,1,20,9462,160945,17052,1,2,17,18,goalPredicateCount,9000
miconic,s1-2.pddl,queueWalker, ,success,10536,10s_easy,2.0,1,0,10,2,20, ,2,0.02,0.01,6,9766.0, , ,True,9,1,1,20,10105,183214,18212,1,2,18,19,goalPredicateCount,9000
miconic,s1-3.pddl,queueWalker, ,success,10536,10s_easy,1.0,1,0,6,1,21, ,1,0.01,0.01,6,9680.0, , ,True,9,1,1,20,10532,191788,18975,1,2,18,19,goalPredicateCount,9000
miconic,s1-4.pddl,queueWalker, ,success,10536,10s_easy,4.0,1,0,18,4,27, ,4,0.02,0.01,6,9718.0, , ,True,0,0,0,20,8488,150891,15298,1,2,17,18,goalPredicateCount,9000
miconic,s10-0.pddl,queueWalker, ,success,11432,10s_easy,47.0,1,0,574,143,2833, ,47,0.03,0.01,60,9093.0, , ,True,0,0,0,0,365,730,7535,19,19,2,2,goalPredicateCount,9000
miconic,s10-1.pddl,queueWalker, ,success,11308,10s_easy,41.0,1,0,462,115,2296, ,41,0.03,0.01,60,9073.0, , ,True,0,0,0,0,407,895,8409,19,19,2,2,goalPredicateCount,9000
miconic,s10-2.pddl,queueWalker, ,success,11308,10s_easy,45.0,1,0,518,129,2593, ,45,0.04,0.01,60,9111.0, , ,True,0,0,0,0,341,1648,7067,19,19,4,5,goalPredicateCount,9000
miconic,s10-3.pddl,queueWalker, ,success,11576,10s_easy,38.0,1,0,450,112,2249, ,38,0.04,0.01,60,9107.0, , ,True,0,0,0,0,360,720,7416,19,19,2,2,goalPredicateCount,9000
miconic,s10-4.pddl,queueWalker, ,success,11300,10s_easy,43.0,1,0,474,118,2352, ,43,0.04,0.01,60,9108.0, , ,True,0,0,0,0,421,950,8630,19,19,2,2,goalPredicateCount,9000
miconic,s11-0.pddl,queueWalker, ,success,11592,10s_easy,54.0,1,0,758,189,4156, ,54,0.03,0.01,66,9072.0, , ,True,0,0,0,0,303,606,7015,21,21,2,2,goalPredicateCount,9000
miconic,s11-1.pddl,queueWalker, ,success,11460,10s_easy,49.0,1,0,546,136,3016, ,49,0.05,0.01,66,9114.0, , ,True,0,0,0,0,280,560,6518,21,21,2,2,goalPredicateCount,9001
miconic,s11-2.pddl,queueWalker, ,success,11728,10s_easy,57.0,1,0,858,214,4657, ,57,0.03,0.01,66,9073.0, , ,True,0,0,0,0,304,608,7015,21,21,2,2,goalPredicateCount,9001
miconic,s11-3.pddl,queueWalker, ,success,11724,10s_easy,47.0,1,0,606,151,3305, ,47,0.04,0.01,66,9105.0, , ,True,0,0,0,0,277,554,6434,21,21,2,2,goalPredicateCount,9000
miconic,s11-4.pddl,queueWalker, ,success,11596,10s_easy,46.0,1,0,718,179,3954, ,46,0.04,0.01,66,9106.0, , ,True,0,0,0,0,283,566,6565,21,21,2,2,goalPredicateCount,9001
miconic,s12-0.pddl,queueWalker, ,success,11988,10s_easy,48.0,1,0,554,138,3317, ,48,0.03,0.01,72,9074.0, , ,True,0,0,0,0,248,496,6393,23,23,2,2,goalPredicateCount,9000
miconic,s12-1.pddl,queueWalker, ,success,11860,10s_easy,54.0,1,0,706,176,4232, ,54,0.0518074,0.01,72,9123.0, , ,True,0,0,0,0,224,448,5830,23,23,2,2,goalPredicateCount,9001
miconic,s12-2.pddl,queueWalker, ,success,11856,10s_easy,57.0,1,0,846,211,5045, ,57,0.04,0.01,72,9093.0, , ,True,0,0,0,0,243,1169,6328,23,23,4,5,goalPredicateCount,9001
miconic,s12-3.pddl,queueWalker, ,success,11724,10s_easy,54.0,1,0,738,184,4411, ,54,0.0519996,0.01,72,9123.0, , ,True,0,0,0,0,215,981,5643,23,23,4,5,goalPredicateCount,9000
miconic,s12-4.pddl,queueWalker, ,success,11988,10s_easy,61.0,1,0,966,241,5728, ,61,0.040416099999999996,0.01,72,9122.0, , ,True,0,0,0,0,220,440,5738,23,23,2,2,goalPredicateCount,9000
miconic,s13-0.pddl,queueWalker, ,success,12116,10s_easy,55.0,1,0,846,211,5490, ,55,0.03,0.01,78,9080.0, , ,True,0,0,0,0,195,390,5642,25,25,2,2,goalPredicateCount,9000
miconic,s13-1.pddl,queueWalker, ,success,11984,10s_easy,59.0,1,0,910,227,5901, ,59,0.03,0.01,78,9080.0, , ,True,0,0,0,0,197,394,5688,25,25,2,2,goalPredicateCount,9000
miconic,s13-2.pddl,queueWalker, ,success,12384,10s_easy,64.0,1,0,934,233,6007, ,64,0.04,0.01,78,9086.0, , ,True,0,0,0,0,199,398,5738,25,25,2,2,goalPredicateCount,9001
miconic,s13-3.pddl,queueWalker, ,success,12116,10s_easy,56.0,1,0,674,168,4365, ,56,0.05,0.01,78,9110.0, , ,True,0,0,0,0,189,378,5493,25,25,2,2,goalPredicateCount,9001
miconic,s13-4.pddl,queueWalker, ,success,11984,10s_easy,53.0,1,0,838,209,5457, ,53,0.0519992,0.0119992,78,9105.0, , ,True,0,0,0,0,175,350,5155,25,25,2,2,goalPredicateCount,9000
miconic,s14-0.pddl,queueWalker, ,success,12272,10s_easy,55.0,1,0,810,202,5634, ,55,0.04,0.01,84,9086.0, , ,True,0,0,0,0,169,786,5446,27,27,4,5,goalPredicateCount,9001
miconic,s14-1.pddl,queueWalker, ,success,12532,10s_easy,68.0,1,0,1034,258,7223, ,68,0.04,0.01,84,9086.0, , ,True,0,0,0,0,164,328,5284,27,27,2,2,goalPredicateCount,9001
miconic,s14-2.pddl,queueWalker, ,success,12660,10s_easy,67.0,1,0,1094,273,7611, ,67,0.04,0.01,84,9087.0, , ,True,0,0,0,0,164,1024,5316,27,27,6,7,goalPredicateCount,9000
miconic,s14-3.pddl,queueWalker, ,success,12016,10s_easy,55.0,1,0,762,190,5379, ,55,0.04,0.01,84,9095.0, , ,True,0,0,0,0,176,352,5640,27,27,2,2,goalPredicateCount,9001
miconic,s14-4.pddl,queueWalker, ,success,12388,10s_easy,65.0,1,0,878,219,6135, ,65,0.0619981,0.01,84,9133.0, , ,True,0,0,0,0,140,280,4650,27,27,2,2,goalPredicateCount,9001
miconic,s15-0.pddl,queueWalker, ,success,12496,10s_easy,61.0,1,0,962,240,7231, ,61,0.0643269,0.011994,90,9117.0, , ,True,0,0,0,0,113,226,4250,29,29,2,2,goalPredicateCount,9002
miconic,s15-1.pddl,queueWalker, ,success,13404,10s_easy,75.0,1,0,1426,356,10622, ,75,0.045869,0.015869,90,9099.0, , ,True,0,0,0,0,145,290,5163,29,29,2,2,goalPredicateCount,9000
miconic,s15-2.pddl,queueWalker, ,success,13164,10s_easy,69.0,1,0,1214,303,9059, ,69,0.06763530000000001,0.0159992,90,9138.0, , ,True,0,0,0,0,114,228,4250,29,29,2,2,goalPredicateCount,9000
miconic,s15-3.pddl,queueWalker, ,success,12880,10s_easy,68.0,1,0,1182,295,8820, ,68,0.0519969,0.01,90,9091.0, , ,True,0,0,0,0,140,280,5016,29,29,2,2,goalPredicateCount,9001
miconic,s15-4.pddl,queueWalker, ,success,12496,10s_easy,69.0,1,0,1042,260,7825, ,69,0.0754951,0.0120027,90,9148.0, , ,True,0,0,0,0,135,634,4898,29,29,4,5,goalPredicateCount,9002
miconic,s16-0.pddl,queueWalker, ,success,13176,10s_easy,74.0,1,0,1382,345,11005, ,74,0.0518157,0.0118157,96,9097.0, , ,True,0,0,0,0,106,212,4348,31,31,2,2,goalPredicateCount,9000
miconic,s16-1.pddl,queueWalker, ,success,13044,10s_easy,68.0,1,0,1062,265,8480, ,68,0.051999000000000004,0.011999,96,9100.0, , ,True,0,0,0,0,116,232,4698,31,31,2,2,goalPredicateCount,9001
miconic,s16-2.pddl,queueWalker, ,success,13168,10s_easy,76.0,1,0,1382,345,10992, ,76,0.06835000000000001,0.0159985,96,9131.0, , ,True,0,0,0,0,111,222,4504,31,31,2,2,goalPredicateCount,9002
miconic,s16-3.pddl,queueWalker, ,success,12904,10s_easy,69.0,1,0,1226,306,9850, ,69,0.0578993,0.0159982,96,9129.0, , ,True,0,0,0,0,92,375,3971,31,31,4,4,goalPredicateCount,9002
miconic,s16-4.pddl,queueWalker, ,success,13044,10s_easy,72.0,1,0,1194,298,9532, ,72,0.04,0.01,96,9095.0, , ,True,0,0,0,0,96,413,4068,31,31,4,5,goalPredicateCount,9000
miconic,s17-0.pddl,queueWalker, ,success,15408,10s_easy,76.0,1,0,1758,439,14920, ,76,0.0699986,0.0199986,102,9125.0, , ,True,0,0,0,0,95,190,4322,33,33,2,2,goalPredicateCount,9002
miconic,s17-1.pddl,queueWalker, ,success,15148,10s_easy,77.0,1,0,1390,347,11820, ,77,0.0833815,0.0199965,102,9137.0, , ,True,0,0,0,0,70,140,3518,33,33,2,2,goalPredicateCount,9001
miconic,s17-2.pddl,queueWalker, ,success,15144,10s_easy,78.0,1,0,1470,367,12508, ,78,0.0547164,0.0119987,102,9103.0, , ,True,0,0,0,0,87,174,4087,33,34,2,2,goalPredicateCount,9000
miconic,s17-3.pddl,queueWalker, ,success,16064,10s_easy,84.0,1,0,1718,429,14511, ,84,0.0969349,0.0239993,102,9161.0, , ,True,0,0,0,0,71,142,3521,33,33,2,2,goalPredicateCount,9001
miconic,s17-4.pddl,queueWalker, ,success,15128,10s_easy,68.0,1,0,1230,307,10483, ,68,0.0551928,0.0119994,102,9103.0, , ,True,0,0,0,0,85,170,4020,33,33,2,2,goalPredicateCount,9001
miconic,s18-0.pddl,queueWalker, ,success,16076,10s_easy,80.0,1,0,1506,376,13541, ,80,0.056815500000000005,0.0159989,108,9110.0, , ,True,0,0,0,0,55,110,3229,35,35,2,2,goalPredicateCount,9001
miconic,s18-1.pddl,queueWalker, ,success,15804,10s_easy,78.0,1,0,1406,351,12684, ,78,0.0860629,0.0239994,108,9166.0, , ,True,0,0,0,0,56,192,3300,35,35,3,4,goalPredicateCount,9000
miconic,s18-2.pddl,queueWalker, ,success,15804,10s_easy,83.0,1,0,1562,390,14059, ,83,0.058621,0.0159818,108,9110.0, , ,True,0,0,0,0,77,154,4013,35,35,2,2,goalPredicateCount,9000
miconic,s18-3.pddl,queueWalker, ,success,16308,10s_easy,83.0,1,0,1686,421,15115, ,83,0.0584347,0.0159988,108,9113.0, , ,True,0,0,0,0,76,152,3976,35,35,2,2,goalPredicateCount,9002
miconic,s18-4.pddl,queueWalker, ,success,15404,10s_easy,84.0,1,0,1674,418,15033, ,84,0.1104982,0.0279987,108,9180.0, , ,True,0,0,0,0,59,185,3411,35,35,3,4,goalPredicateCount,9000
miconic,s19-0.pddl,queueWalker, ,success,16636,10s_easy,83.0,1,0,1730,432,16460, ,83,0.08399899999999999,0.0199989,114,9131.0, , ,True,0,0,0,0,58,116,3606,37,38,2,2,goalPredicateCount,9002
miconic,s19-1.pddl,queueWalker, ,success,17424,10s_easy,80.0,1,0,1626,406,15396, ,80,0.1033976,0.0279988,114,9178.0, , ,True,0,0,0,0,41,82,2963,37,37,2,2,goalPredicateCount,9001
miconic,s19-2.pddl,queueWalker, ,success,16624,10s_easy,94.0,1,0,1938,484,18349, ,94,0.1310393,0.0359625,114,9201.0, , ,True,0,0,0,0,43,86,3038,37,37,2,2,goalPredicateCount,9000
miconic,s19-3.pddl,queueWalker, ,success,16892,10s_easy,91.0,1,0,1974,493,18766, ,91,0.122026,0.0360037,114,9198.0, , ,True,0,0,0,0,56,112,3528,37,37,2,2,goalPredicateCount,9003
miconic,s19-4.pddl,queueWalker, ,success,16636,10s_easy,86.0,1,0,1774,443,16838, ,86,0.0988446,0.024001,114,9152.0, , ,True,0,0,0,0,45,90,3114,37,37,2,2,goalPredicateCount,9001
miconic,s2-0.pddl,queueWalker, ,success,10536,10s_easy,5.0,1,0,26,6,30, ,5,0.02,0.01,12,9531.0, , ,True,4,2,2,8,5007,69959,18546,3,4,13,14,goalPredicateCount,9000
miconic,s2-1.pddl,queueWalker, ,success,10536,10s_easy,2.0,1,0,18,4,77, ,2,0.03,0.01,12,9447.0, , ,True,5,1,1,20,4632,59605,17276,3,4,12,13,goalPredicateCount,9000
miconic,s2-2.pddl,queueWalker, ,success,10536,10s_easy,4.0,1,0,26,6,103, ,4,0.03,0.01,12,9466.0, , ,True,10,2,2,20,4560,58729,17020,3,4,12,13,goalPredicateCount,9000
miconic,s2-3.pddl,queueWalker, ,success,10536,10s_easy,7.0,1,0,30,7,28, ,7,0.01,0.01,12,9305.0, , ,True,0,0,0,0,5240,74475,19267,3,4,14,14,goalPredicateCount,9000
miconic,s2-4.pddl,queueWalker, ,success,10536,10s_easy,3.0,1,0,14,3,51, ,3,0.02,0.01,12,9484.0, , ,True,5,1,1,20,5510,73170,20419,3,4,13,14,goalPredicateCount,9000
miconic,s20-0.pddl,queueWalker, ,success,17012,10s_easy,86.0,1,0,1766,441,17653, ,86,0.1259989,0.0319993,120,9205.0, , ,True,0,0,0,0,30,60,2763,39,39,2,2,goalPredicateCount,9002
miconic,s20-1.pddl,queueWalker, ,success,17544,10s_easy,95.0,1,0,2082,520,20745, ,95,0.1199993,0.035999,120,9193.0, , ,True,0,0,0,0,31,62,2842,39,39,2,2,goalPredicateCount,9001
miconic,s20-2.pddl,queueWalker, ,success,16604,10s_easy,89.0,1,0,1826,456,18294, ,89,0.0739987,0.0199989,120,9127.0, , ,True,0,0,0,0,32,64,2886,39,39,2,2,goalPredicateCount,9002
miconic,s20-3.pddl,queueWalker, ,success,16744,10s_easy,95.0,1,0,1818,454,18296, ,95,0.07145950000000001,0.0199985,120,9126.0, , ,True,0,0,0,0,31,62,2807,39,39,2,2,goalPredicateCount,9001
miconic,s20-4.pddl,queueWalker, ,success,17008,10s_easy,85.0,1,0,1830,457,18323, ,85,0.14399990000000001,0.0399982,120,9219.0, , ,True,0,0,0,0,30,60,2802,39,39,2,2,goalPredicateCount,9000
miconic,s21-0.pddl,queueWalker, ,success,18128,10s_easy,103.0,1,0,2098,524,21943, ,103,0.079694,0.027998,126,9138.0, , ,True,0,0,0,0,33,66,3113,41,41,2,2,goalPredicateCount,9003
miconic,s21-1.pddl,queueWalker, ,success,18148,10s_easy,100.0,1,0,2302,575,24222, ,100,0.0790812,0.0279985,126,9136.0, , ,True,0,0,0,0,24,48,2783,41,41,2,2,goalPredicateCount,9000
miconic,s21-2.pddl,queueWalker, ,success,18028,10s_easy,96.0,1,0,1730,432,18161, ,96,0.0731246,0.0199985,126,9132.0, , ,True,0,0,0,0,23,46,2736,41,41,2,2,goalPredicateCount,9002
miconic,s21-3.pddl,queueWalker, ,success,17480,10s_easy,92.0,1,0,2154,538,22548, ,92,0.1470417,0.0399987,126,9223.0, , ,True,0,0,0,0,19,38,2573,41,41,2,2,goalPredicateCount,9002
miconic,s21-4.pddl,queueWalker, ,success,18280,10s_easy,92.0,1,0,1782,445,18726, ,92,0.1054375,0.0239984,126,9186.0, , ,True,0,0,0,0,18,36,2576,41,41,2,2,goalPredicateCount,9003
miconic,s22-0.pddl,queueWalker, ,success,19020,10s_easy,109.0,1,0,2902,725,31850, ,109,0.1305976,0.0439861,132,9190.0, , ,True,0,0,0,0,16,32,2610,43,43,2,2,goalPredicateCount,9003
miconic,s22-1.pddl,queueWalker, ,success,18348,10s_easy,104.0,1,0,2406,601,26438, ,104,0.10531610000000001,0.0319907,132,9148.0, , ,True,0,0,0,0,12,24,2481,43,43,2,2,goalPredicateCount,9001
miconic,s22-2.pddl,queueWalker, ,success,18608,10s_easy,102.0,1,0,2594,648,28517, ,102,0.1672524,0.0519985,132,9243.0, , ,True,0,0,0,0,11,22,2392,43,43,2,2,goalPredicateCount,9001
miconic,s22-3.pddl,queueWalker, ,success,19672,10s_easy,102.0,1,0,2818,704,30893, ,102,0.09932959999999999,0.0359894,132,9157.0, , ,True,0,0,0,0,15,53,2610,43,43,3,4,goalPredicateCount,9002
miconic,s22-4.pddl,queueWalker, ,success,19288,10s_easy,101.0,1,0,2362,590,25971, ,101,0.1019406,0.0279982,132,9145.0, , ,True,0,0,0,0,13,26,2480,43,43,2,2,goalPredicateCount,9001
miconic,s23-0.pddl,queueWalker, ,success,19636,10s_easy,110.0,1,0,2858,714,32841, ,110,0.1909156,0.0639629,138,9272.0, , ,True,0,0,0,0,6,12,2367,45,45,2,2,goalPredicateCount,9004
miconic,s23-1.pddl,queueWalker, ,success,19368,10s_easy,105.0,1,0,2698,674,30995, ,105,0.1393632,0.0439979,138,9197.0, , ,True,0,0,0,0,12,24,2635,45,45,2,2,goalPredicateCount,9002
miconic,s23-2.pddl,queueWalker, ,success,18864,10s_easy,89.0,1,0,1942,485,22475, ,89,0.11602209999999999,0.0239986,138,9181.0, , ,True,0,0,0,0,11,22,2592,45,45,2,2,goalPredicateCount,9002
miconic,s23-3.pddl,queueWalker, ,success,18724,10s_easy,100.0,1,0,2458,614,28373, ,100,0.1799914,0.0519914,138,9260.0, , ,True,0,0,0,0,11,22,2594,45,45,2,2,goalPredicateCount,9002
miconic,s23-4.pddl,queueWalker, ,success,19516,10s_easy,107.0,1,0,2506,626,28784, ,107,0.10599820000000001,0.0319982,138,9158.0, , ,True,0,0,0,0,5,10,2320,45,45,2,2,goalPredicateCount,9001
miconic,s24-0.pddl,queueWalker, ,success,20240,10s_easy,97.0,1,0,1854,463,22230, ,97,0.1695562,0.0439983,144,9238.0, , ,True,0,0,0,0,0,0,2091,47,47,0,0,goalPredicateCount,9000
miconic,s24-1.pddl,queueWalker, ,success,20272,10s_easy,118.0,1,0,2814,703,33799, ,118,0.14698050000000001,0.0599843,144,9196.0, , ,True,0,0,0,0,5,10,2519,47,47,2,2,goalPredicateCount,9001
miconic,s24-2.pddl,queueWalker, ,success,21212,10s_easy,113.0,1,0,3238,809,38776, ,113,0.16659590000000002,0.0599421,144,9241.0, , ,True,0,0,0,0,0,0,2280,47,47,0,0,goalPredicateCount,9004
miconic,s24-3.pddl,queueWalker, ,success,20660,10s_easy,112.0,1,0,2946,736,35321, ,112,0.187998,0.0599983,144,9266.0, , ,True,0,0,0,0,0,0,2186,47,47,0,0,goalPredicateCount,9003
miconic,s24-4.pddl,queueWalker, ,success,20260,10s_easy,115.0,1,0,3262,815,39113, ,115,0.11965880000000001,0.0439981,144,9175.0, , ,True,0,0,0,0,0,0,2187,47,48,0,0,goalPredicateCount,9001
miconic,s25-0.pddl,queueWalker, ,success,21208,10s_easy,110.0,1,0,2502,625,31260, ,110,0.12000569999999999,0.0360058,150,9174.0, , ,True,0,0,0,0,0,0,2278,49,49,0,0,goalPredicateCount,9000
