domain,problem,algorithm,unexplained_errors,error,raw_memory,p7_settings_file,cost,coverage,dead_ends,evaluations,expansions,generated,initial_h_value,plan_length,planner_time,search_time,translator_facts,reformulation_time,reformulated_plan_valid,rebuild_plan_valid,solvable,plan_length_difference,macros_used,unique_macros_used,macros_generated,total_walker_paths,total_walker_steps,total_walker_actions_generated,walker_average_branching_factor,walker_median_branching_factor,walker_average_path_length,walker_median_path_length,walker_heuristic,walker_total_time
depot_easy,p01.pddl,greedyResumeWalker, ,success,10668,1s_easy,9.0,1,0,102,25,184, ,9,0.12,0.01,58,1140.0, , ,True,6,2,2,20,949,3031,23453,4,5,3,3,goalPredicateCount,900
depot_easy,p02.pddl,greedyResumeWalker, ,success,11208,1s_easy,16.0,1,0,122,30,261, ,16,0.26,0.01,100,1311.0, , ,True,4,1,1,20,824,2732,23204,5,6,3,3,goalPredicateCount,900
depot_easy,p03.pddl,greedyResumeWalker, ,success,11996,1s_easy,37.0,1,0,814,203,1853, ,37,0.1798377,0.0199997,150,1213.0, , ,True,2,1,1,20,536,3542,29509,7,7,6,6,goalPredicateCount,900
depot_easy,p04.pddl,greedyResumeWalker, ,success,14012,1s_easy,52.0,1,0,2354,588,5533, ,52,0.2847829,0.0759975,186,1300.0, , ,True,4,1,1,20,936,2921,22317,4,5,3,3,goalPredicateCount,900
depot_easy,p07.pddl,greedyResumeWalker, ,success,12828,1s_easy,27.0,1,0,554,138,1274, ,27,0.5975904999999999,0.0159918,156,1660.0, , ,True,0,0,0,20,699,2739,20991,4,5,3,3,goalPredicateCount,900
depot_easy,p08.pddl,greedyResumeWalker, ,success,14968,1s_easy,54.0,1,0,3470,867,10215, ,54,0.47237700000000005,0.183989,310,1506.0, , ,True,3,1,1,20,493,2507,24659,7,8,5,4,goalPredicateCount,900
depot_easy,p13.pddl,greedyResumeWalker, ,success,14128,1s_easy,29.0,1,0,442,110,2170, ,29,0.2432582,0.0239994,278,1252.0, , ,True,0,0,0,20,420,1550,21533,9,10,3,3,goalPredicateCount,900
depot_easy,p14.pddl,greedyResumeWalker, ,success,19068,1s_easy,43.0,1,0,1402,350,7372, ,43,0.399996,0.111997,466,1375.0, , ,True,1,1,1,17,251,1595,25030,12,13,6,5,goalPredicateCount,900
depot_easy,p16.pddl,greedyResumeWalker, ,success,15680,1s_easy,37.0,1,0,634,158,3789, ,37,0.2829989,0.0359988,274,1287.0, , ,True,0,0,0,11,174,1621,27410,14,14,9,5,goalPredicateCount,900
depot_easy,p19.pddl,greedyResumeWalker, ,success,19328,1s_easy,55.0,1,0,1598,399,13968, ,55,0.305991,0.107997,476,1262.0, , ,True,0,0,0,1,115,1333,22242,15,15,11,9,goalPredicateCount,900
driverlog_easy,p01.pddl,greedyResumeWalker, ,success,10536,1s_easy,6.0,1,0,30,7,52, ,6,0.04,0.01,34,999.0, , ,True,2,1,1,5,351,741,38287,6,7,2,2,goalPredicateCount,900
driverlog_easy,p02.pddl,greedyResumeWalker, ,success,11332,1s_easy,21.0,1,0,15878,3969,34986, ,21,0.095971,0.055971,41,1073.0, , ,True,1,1,1,18,88,237,38340,6,6,2,2,goalPredicateCount,900
driverlog_easy,p03.pddl,greedyResumeWalker, ,success,10668,1s_easy,15.0,1,0,126,31,266, ,15,0.060000000000000005,0.01,46,1014.0, , ,True,1,1,1,20,546,1299,40264,7,8,2,2,goalPredicateCount,900
driverlog_easy,p04.pddl,greedyResumeWalker, ,success,11616,1s_easy,25.0,1,0,18642,4660,53064, ,25,0.137107,0.0839863,51,1113.0, , ,True,2,1,1,18,215,459,39299,10,10,2,2,goalPredicateCount,900
driverlog_easy,p05.pddl,greedyResumeWalker, ,success,10672,1s_easy,22.0,1,0,238,59,695, ,22,0.06999999999999999,0.01,59,1060.0, , ,True,0,0,0,20,517,1347,45163,8,8,2,2,goalPredicateCount,900
driverlog_easy,p06.pddl,greedyResumeWalker, ,success,10800,1s_easy,11.0,1,0,1878,469,7143, ,11,0.0537559,0.0137559,69,1027.0, , ,True,0,0,0,20,317,787,47974,12,13,2,2,goalPredicateCount,900
driverlog_easy,p07.pddl,greedyResumeWalker, ,success,10800,1s_easy,17.0,1,0,146,36,471, ,17,0.060000000000000005,0.01,78,1024.0, , ,True,0,0,0,20,649,1517,61756,13,13,2,2,goalPredicateCount,900
driverlog_easy,p08.pddl,greedyResumeWalker, ,success,12532,1s_easy,35.0,1,0,20906,5226,86528, ,35,0.1587128,0.0959967,84,1127.0, , ,True,6,3,3,20,375,928,53577,14,15,2,2,goalPredicateCount,900
driverlog_easy,p09.pddl,greedyResumeWalker, ,success,11188,1s_easy,49.0,1,0,3354,838,9354, ,49,0.06451380000000001,0.0119987,97,1029.0, , ,True,0,0,0,15,396,859,38049,8,9,2,2,goalPredicateCount,900
driverlog_easy,p10.pddl,greedyResumeWalker, ,success,10936,1s_easy,25.0,1,0,234,58,798, ,25,0.05,0.01,114,1022.0, , ,True,0,0,0,10,231,499,37493,11,12,2,2,goalPredicateCount,900
driverlog_easy,p11.pddl,greedyResumeWalker, ,success,11064,1s_easy,26.0,1,0,206,51,460, ,26,0.11,0.01,119,1087.0, , ,True,0,0,0,20,379,943,33828,10,10,2,2,goalPredicateCount,900
driverlog_easy,p12.pddl,greedyResumeWalker, ,success,16636,1s_easy,53.0,1,0,52946,13236,178124, ,53,0.572657,0.487949,176,1525.0, , ,True,0,0,0,11,110,229,25852,10,11,2,2,goalPredicateCount,900
driverlog_easy,p13.pddl,greedyResumeWalker, ,success,12108,1s_easy,31.0,1,0,394,98,1584, ,31,0.1212197,0.01,197,1089.0, , ,True,0,0,0,20,118,309,23419,12,14,2,2,goalPredicateCount,900
driverlog_easy,p14.pddl,greedyResumeWalker, ,success,13732,1s_easy,57.0,1,0,13926,3481,57369, ,57,0.279978,0.155986,195,1261.0, , ,True,0,0,0,20,331,942,25447,10,12,2,2,goalPredicateCount,900
driverlog_easy,p15.pddl,greedyResumeWalker, ,success,14388,1s_easy,53.0,1,0,922,230,4686, ,53,0.2714301,0.0399901,336,1258.0, , ,True,0,0,0,20,273,881,19404,9,9,3,2,goalPredicateCount,900
driverlog_easy,p17.pddl,greedyResumeWalker, ,success,24368,1s_easy,128.0,1,0,5954,1488,45742, ,128,1.0339990000000001,0.503984,665,2034.0, , ,True,0,0,0,19,179,658,19476,18,20,3,3,goalPredicateCount,900
freecell_easy,p01.pddl,greedyResumeWalker, ,success,12268,1s_easy,8.0,1,0,34,8,46, ,8,0.1004076,0.01,75,1060.0, , ,True,0,0,0,0,2,15,97,0,0,7,13,goalPredicateCount,900
freecell_easy,p02.pddl,greedyResumeWalker, ,success,15020,1s_easy,15.0,1,0,62,15,99, ,15,0.1679738,0.01,112,1148.0, , ,True,0,0,0,0,4,44,315,0,0,11,12,goalPredicateCount,900
freecell_easy,p03.pddl,greedyResumeWalker, ,success,16444,1s_easy,20.0,1,0,86,21,156, ,20,0.1998987,0.01,146,1174.0, , ,True,0,0,0,0,3,55,387,0,0,18,15,goalPredicateCount,900
freecell_easy,p04.pddl,greedyResumeWalker, ,success,19260,1s_easy,31.0,1,1,219,54,304, ,31,0.1910352,0.0199997,180,1154.0, , ,True,4,1,1,2,19,195,1265,0,0,10,8,goalPredicateCount,900
freecell_easy,p05.pddl,greedyResumeWalker, ,success,23096,1s_easy,34.0,1,0,186,46,277, ,34,0.4093663,0.0399971,220,1382.0, , ,True,0,0,0,0,37,492,3563,0,0,13,12,goalPredicateCount,900
freecell_easy,p06.pddl,greedyResumeWalker, ,success,33608,1s_easy,36.0,1,0,222,55,458, ,36,0.4887594,0.0519945,255,1461.0, , ,True,0,0,0,2,63,1178,9800,7,9,18,18,goalPredicateCount,900
freecell_easy,p07.pddl,greedyResumeWalker, ,success,34424,1s_easy,49.0,1,4,854,212,1151, ,49,0.638943,0.179987,259,1614.0, , ,True,2,1,1,11,98,1392,9103,6,7,14,14,goalPredicateCount,900
freecell_easy,probfreecell-2-1.pddl,greedyResumeWalker, ,success,23684,1s_easy,9.0,1,0,38,9,54, ,9,0.41563869999999997,0.01,92,1375.0, , ,True,0,0,0,0,6,28,185,0,0,4,5,goalPredicateCount,900
freecell_easy,probfreecell-2-2.pddl,greedyResumeWalker, ,success,23092,1s_easy,8.0,1,0,34,8,68, ,8,0.402556,0.01,91,1376.0, , ,True,0,0,0,0,1,16,174,0,0,16,16,goalPredicateCount,900
freecell_easy,probfreecell-2-3.pddl,greedyResumeWalker, ,success,23624,1s_easy,8.0,1,0,34,8,50, ,8,0.2523727,0.01,92,1212.0, , ,True,0,0,0,0,1,17,189,0,0,17,17,goalPredicateCount,900
freecell_easy,probfreecell-2-4.pddl,greedyResumeWalker, ,success,23460,1s_easy,8.0,1,0,34,8,68, ,8,0.23898970000000003,0.01,90,1200.0, , ,True,0,0,0,0,2,15,153,0,0,7,12,goalPredicateCount,900
freecell_easy,probfreecell-2-5.pddl,greedyResumeWalker, ,success,23824,1s_easy,9.0,1,0,38,9,61, ,9,0.2493442,0.01,92,1219.0, , ,True,0,0,0,0,2,18,150,0,0,9,16,goalPredicateCount,900
freecell_easy,probfreecell-3-1.pddl,greedyResumeWalker, ,success,34640,1s_easy,14.0,1,0,58,14,111, ,14,0.41527000000000003,0.0159998,125,1370.0, , ,True,0,0,0,0,3,45,443,0,0,15,14,goalPredicateCount,900
freecell_easy,probfreecell-3-2.pddl,greedyResumeWalker, ,success,34200,1s_easy,13.0,1,0,54,13,133, ,13,0.455112,0.0239998,124,1421.0, , ,True,0,0,0,0,3,55,817,0,0,18,18,goalPredicateCount,900
freecell_easy,probfreecell-3-3.pddl,greedyResumeWalker, ,success,34164,1s_easy,13.0,1,0,54,13,132, ,13,0.43007829999999997,0.0159995,126,1399.0, , ,True,0,0,0,0,1,31,299,0,0,31,31,goalPredicateCount,900
freecell_easy,probfreecell-3-4.pddl,greedyResumeWalker, ,success,33556,1s_easy,12.0,1,0,50,12,138, ,12,0.47923889999999997,0.0120001,125,1444.0, , ,True,0,0,0,0,2,35,520,0,0,17,20,goalPredicateCount,900
freecell_easy,probfreecell-3-5.pddl,greedyResumeWalker, ,success,34752,1s_easy,14.0,1,0,58,14,134, ,14,0.5179914999999999,0.0159887,124,1486.0, , ,True,0,0,0,0,1,23,272,0,0,23,23,goalPredicateCount,900
gripper,prob01.pddl,greedyResumeWalker, ,success,10536,1s_easy,10.0,1,0,62,15,67, ,10,0.02,0.01,24,962.0, , ,True,3,2,2,3,486,991,97638,6,6,2,2,goalPredicateCount,900
gripper,prob02.pddl,greedyResumeWalker, ,success,10540,1s_easy,21.0,1,0,114,28,151, ,21,0.02,0.01,34,957.0, , ,True,0,0,0,0,450,926,97314,6,8,2,2,goalPredicateCount,900
gripper,prob03.pddl,greedyResumeWalker, ,success,10536,1s_easy,29.0,1,0,158,39,261, ,29,0.01,0.01,44,970.0, , ,True,0,0,0,1,281,609,63287,7,8,2,2,goalPredicateCount,900
gripper,prob04.pddl,greedyResumeWalker, ,success,10668,1s_easy,37.0,1,0,194,48,375, ,37,0.02,0.01,54,958.0, , ,True,0,0,0,0,277,595,61883,7,8,2,2,goalPredicateCount,900
gripper,prob05.pddl,greedyResumeWalker, ,success,10804,1s_easy,42.0,1,0,262,65,591, ,42,0.02,0.01,64,963.0, , ,True,5,3,3,3,320,684,76815,7,8,2,2,goalPredicateCount,900
gripper,prob06.pddl,greedyResumeWalker, ,success,10800,1s_easy,53.0,1,0,226,56,664, ,53,0.02,0.01,74,964.0, , ,True,16,15,2,3,275,606,67427,7,8,2,2,goalPredicateCount,900
gripper,prob07.pddl,greedyResumeWalker, ,success,11056,1s_easy,61.0,1,0,314,78,891, ,61,0.03,0.01,84,982.0, , ,True,0,0,0,0,237,537,60305,7,8,2,2,goalPredicateCount,900
gripper,prob08.pddl,greedyResumeWalker, ,success,11184,1s_easy,62.0,1,0,354,88,1067, ,62,0.04,0.01,94,1001.0, , ,True,5,3,3,7,299,678,62781,7,8,2,2,goalPredicateCount,900
gripper,prob09.pddl,greedyResumeWalker, ,success,11440,1s_easy,71.0,1,0,382,95,1279, ,71,0.02,0.01,104,970.0, , ,True,4,2,2,3,309,718,67628,7,8,2,2,goalPredicateCount,900
gripper,prob10.pddl,greedyResumeWalker, ,success,11588,1s_easy,84.0,1,0,438,109,1649, ,84,0.03,0.01,114,986.0, , ,True,1,1,1,1,282,653,64300,7,8,2,2,goalPredicateCount,900
gripper,prob11.pddl,greedyResumeWalker, ,success,11844,1s_easy,88.0,1,0,474,118,1914, ,88,0.04,0.01,124,1002.0, , ,True,5,2,2,7,280,713,60092,7,8,2,2,goalPredicateCount,900
gripper,prob12.pddl,greedyResumeWalker, ,success,11964,1s_easy,100.0,1,0,518,129,2261, ,100,0.03,0.01,134,991.0, , ,True,1,1,1,1,233,575,54892,7,8,2,2,goalPredicateCount,900
gripper,prob13.pddl,greedyResumeWalker, ,success,12232,1s_easy,106.0,1,0,546,136,2516, ,106,0.03,0.01,144,975.0, , ,True,3,2,2,2,299,730,59665,7,8,2,2,goalPredicateCount,900
gripper,prob14.pddl,greedyResumeWalker, ,success,12764,1s_easy,101.0,1,0,670,167,3013, ,101,0.0659833,0.011979,154,1030.0, , ,True,10,6,6,12,295,780,57053,7,8,2,2,goalPredicateCount,900
gripper,prob15.pddl,greedyResumeWalker, ,success,13000,1s_easy,122.0,1,0,638,159,3373, ,122,0.0419986,0.01,164,1008.0, , ,True,4,3,3,4,264,669,54429,7,8,2,2,goalPredicateCount,900
gripper,prob16.pddl,greedyResumeWalker, ,success,13304,1s_easy,126.0,1,0,686,171,3696, ,126,0.0439802,0.0119593,174,1001.0, , ,True,5,3,3,6,242,670,52852,7,8,2,2,goalPredicateCount,900
gripper,prob17.pddl,greedyResumeWalker, ,success,13656,1s_easy,135.0,1,0,702,175,4032, ,135,0.0614619,0.0199993,184,1036.0, , ,True,4,2,2,4,207,598,42141,7,8,2,2,goalPredicateCount,900
gripper,prob18.pddl,greedyResumeWalker, ,success,13772,1s_easy,139.0,1,0,814,203,4901, ,139,0.0627552,0.0199878,194,1013.0, , ,True,9,6,6,6,197,573,40314,7,8,2,2,goalPredicateCount,900
gripper,prob19.pddl,greedyResumeWalker, ,success,14176,1s_easy,154.0,1,0,786,196,5036, ,154,0.035085,0.0119739,204,994.0, , ,True,5,2,2,2,252,686,48524,7,8,2,2,goalPredicateCount,900
gripper,prob20.pddl,greedyResumeWalker, ,success,14500,1s_easy,160.0,1,0,858,214,5736, ,160,0.045999200000000004,0.0159992,214,999.0, , ,True,7,4,4,6,280,766,50590,7,8,2,2,goalPredicateCount,900
hanoi,pb1.pddl,greedyResumeWalker, ,success,10540,1s_easy,7.0,1,0,70,17,49, ,7,0.01,0.01,22,957.0, , ,True,0,0,0,0,0,0,46372,2,2,0,0,goalPredicateCount,900
hanoi,pb2.pddl,greedyResumeWalker, ,success,10672,1s_easy,15.0,1,0,150,37,110, ,15,0.02,0.01,30,980.0, , ,True,0,0,0,0,0,0,33760,2,3,0,0,goalPredicateCount,900
hanoi,pb3.pddl,greedyResumeWalker, ,success,10668,1s_easy,38.0,1,0,922,230,688, ,38,0.01,0.01,39,960.0, , ,True,0,0,0,0,1,2,46430,2,3,2,2,goalPredicateCount,900
hanoi,pb4.pddl,greedyResumeWalker, ,success,10800,1s_easy,70.0,1,0,1446,361,1082, ,70,0.035148399999999996,0.0119988,49,1002.0, , ,True,0,0,0,0,0,0,30490,2,3,0,0,goalPredicateCount,900
hanoi,pb5.pddl,greedyResumeWalker, ,success,11076,1s_easy,164.0,1,0,4362,1090,3269, ,164,0.081998,0.0479976,60,1049.0, , ,True,0,0,0,0,0,0,29125,2,3,0,0,goalPredicateCount,900
hanoi,pb6.pddl,greedyResumeWalker, ,success,11616,1s_easy,314.0,1,0,12278,3069,9206, ,314,0.157642,0.123984,72,1136.0, , ,True,0,0,0,0,0,0,28295,2,3,0,0,goalPredicateCount,900
logistics_easy,p01.pddl,greedyResumeWalker, ,success,14248,1s_easy,33.0,1,0,362,90,13869, ,33,0.1600028,0.0119973,559,1115.0, , ,True,0,0,0,3,117,610,11940,15,15,5,5,goalPredicateCount,901
logistics_easy,p02.pddl,greedyResumeWalker, ,success,19384,1s_easy,53.0,1,0,1618,404,80893, ,53,0.49799499999999997,0.127996,1206,1487.0, , ,True,0,0,0,3,74,378,7632,16,16,5,5,goalPredicateCount,901
logistics_easy,p03.pddl,greedyResumeWalker, ,success,26836,1s_easy,81.0,1,0,2754,688,179477, ,81,0.594043,0.211982,2175,1560.0, , ,True,0,0,0,0,40,239,5537,19,19,5,5,goalPredicateCount,901
miconic,s1-0.pddl,greedyResumeWalker, ,success,10536,1s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,961.0, , ,True,0,0,0,0,3883,9717,34968,1,2,2,3,goalPredicateCount,900
miconic,s1-1.pddl,greedyResumeWalker, ,success,10536,1s_easy,3.0,1,0,14,3,6, ,3,0.01,0.01,6,989.0, , ,True,0,0,0,0,4409,11069,40099,1,2,2,3,goalPredicateCount,900
miconic,s1-2.pddl,greedyResumeWalker, ,success,10536,1s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,983.0, , ,True,0,0,0,0,3181,7940,28465,1,2,2,2,goalPredicateCount,900
miconic,s1-3.pddl,greedyResumeWalker, ,success,10536,1s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,970.0, , ,True,0,0,0,0,5458,13649,49387,1,2,2,3,goalPredicateCount,900
miconic,s1-4.pddl,greedyResumeWalker, ,success,10536,1s_easy,4.0,1,0,18,4,7, ,4,0.01,0.01,6,986.0, , ,True,0,0,0,0,3124,7786,28182,1,2,2,2,goalPredicateCount,900
miconic,s10-0.pddl,greedyResumeWalker, ,success,11448,1s_easy,47.0,1,0,574,143,3048, ,47,0.03,0.01,60,1003.0, , ,True,0,0,0,19,813,4794,110792,19,19,5,5,goalPredicateCount,900
miconic,s10-1.pddl,greedyResumeWalker, ,success,11320,1s_easy,36.0,1,0,414,103,2208, ,36,0.05,0.01,60,1030.0, , ,True,8,5,5,20,797,4686,108988,19,19,5,5,goalPredicateCount,900
miconic,s10-2.pddl,greedyResumeWalker, ,success,11312,1s_easy,47.0,1,0,594,148,3063, ,47,0.03,0.01,60,986.0, , ,True,4,2,2,8,742,4451,102994,19,20,5,5,goalPredicateCount,900
miconic,s10-3.pddl,greedyResumeWalker, ,success,11448,1s_easy,36.0,1,0,398,99,2098, ,36,0.04,0.01,60,1018.0, , ,True,4,2,2,15,702,4175,96761,19,19,5,5,goalPredicateCount,900
miconic,s10-4.pddl,greedyResumeWalker, ,success,11304,1s_easy,45.0,1,0,526,131,2672, ,45,0.04,0.01,60,1018.0, , ,True,4,2,2,4,589,3893,88466,19,19,6,6,goalPredicateCount,900
miconic,s11-0.pddl,greedyResumeWalker, ,success,11592,1s_easy,54.0,1,0,810,202,4453, ,54,0.04,0.01,66,1023.0, , ,True,2,2,1,1,552,3567,90040,21,21,6,6,goalPredicateCount,900
miconic,s11-1.pddl,greedyResumeWalker, ,success,11460,1s_easy,49.0,1,0,546,136,3038, ,49,0.04,0.01,66,1022.0, , ,True,0,0,0,2,524,3538,89101,21,21,6,6,goalPredicateCount,900
miconic,s11-2.pddl,greedyResumeWalker, ,success,11724,1s_easy,57.0,1,0,858,214,4691, ,57,0.03,0.01,66,987.0, , ,True,0,0,0,4,711,4488,112872,21,21,6,6,goalPredicateCount,900
miconic,s11-3.pddl,greedyResumeWalker, ,success,11856,1s_easy,48.0,1,0,642,160,3628, ,48,0.0509075,0.01,66,1038.0, , ,True,7,5,4,13,638,3943,99692,21,21,6,6,goalPredicateCount,900
miconic,s11-4.pddl,greedyResumeWalker, ,success,11584,1s_easy,47.0,1,0,634,158,3617, ,47,0.03,0.01,66,994.0, , ,True,12,6,3,12,607,3863,97081,21,21,6,6,goalPredicateCount,900
miconic,s12-0.pddl,greedyResumeWalker, ,success,11988,1s_easy,48.0,1,0,554,138,3322, ,48,0.04,0.01,72,999.0, , ,True,0,0,0,2,696,4409,121276,23,23,6,6,goalPredicateCount,900
miconic,s12-1.pddl,greedyResumeWalker, ,success,11856,1s_easy,54.0,1,0,706,176,4266, ,54,0.03,0.01,72,985.0, , ,True,0,0,0,2,548,3560,97854,23,23,6,6,goalPredicateCount,900
miconic,s12-2.pddl,greedyResumeWalker, ,success,11856,1s_easy,57.0,1,0,886,221,5340, ,57,0.03,0.01,72,994.0, , ,True,0,0,0,5,634,3912,108488,23,23,6,5,goalPredicateCount,900
miconic,s12-3.pddl,greedyResumeWalker, ,success,11724,1s_easy,54.0,1,0,738,184,4463, ,54,0.05,0.01,72,1040.0, , ,True,1,1,1,4,474,3123,85447,23,23,6,6,goalPredicateCount,900
miconic,s12-4.pddl,greedyResumeWalker, ,success,11988,1s_easy,61.0,1,0,962,240,5802, ,61,0.0632862,0.011998,72,1043.0, , ,True,0,0,0,5,456,2920,80226,23,23,6,6,goalPredicateCount,900
miconic,s13-0.pddl,greedyResumeWalker, ,success,12116,1s_easy,55.0,1,0,846,211,5490, ,55,0.03,0.01,78,986.0, , ,True,0,0,0,0,481,3281,96658,25,25,6,6,goalPredicateCount,900
miconic,s13-1.pddl,greedyResumeWalker, ,success,11984,1s_easy,59.0,1,0,910,227,5941, ,59,0.04,0.01,78,997.0, , ,True,0,0,0,4,577,3845,113733,25,25,6,6,goalPredicateCount,900
miconic,s13-2.pddl,greedyResumeWalker, ,success,12380,1s_easy,55.0,1,0,738,184,4844, ,55,0.05,0.01,78,1011.0, , ,True,9,5,5,8,604,4034,119639,25,25,6,6,goalPredicateCount,900
miconic,s13-3.pddl,greedyResumeWalker, ,success,12120,1s_easy,50.0,1,0,666,166,4408, ,50,0.04,0.01,78,1020.0, , ,True,1,1,1,10,585,4006,117960,25,25,6,6,goalPredicateCount,900
miconic,s13-4.pddl,greedyResumeWalker, ,success,11984,1s_easy,53.0,1,0,838,209,5457, ,53,0.04,0.01,78,998.0, , ,True,0,0,0,0,449,2915,86602,25,25,6,6,goalPredicateCount,900
miconic,s14-0.pddl,greedyResumeWalker, ,success,12276,1s_easy,55.0,1,0,802,200,5624, ,55,0.05,0.01,84,1016.0, , ,True,2,1,1,3,516,3694,116579,27,27,7,6,goalPredicateCount,900
miconic,s14-1.pddl,greedyResumeWalker, ,success,12532,1s_easy,68.0,1,0,1034,258,7244, ,68,0.04,0.01,84,989.0, , ,True,0,0,0,1,404,2792,88926,27,27,6,6,goalPredicateCount,900
miconic,s14-2.pddl,greedyResumeWalker, ,success,12660,1s_easy,67.0,1,0,1094,273,7611, ,67,0.04,0.01,84,1038.0, , ,True,0,0,0,0,379,2766,87445,27,27,7,6,goalPredicateCount,900
miconic,s14-3.pddl,greedyResumeWalker, ,success,12016,1s_easy,55.0,1,0,762,190,5379, ,55,0.0502918,0.01,84,1017.0, , ,True,0,0,0,0,394,2756,87742,27,27,6,6,goalPredicateCount,900
miconic,s14-4.pddl,greedyResumeWalker, ,success,12276,1s_easy,65.0,1,0,882,220,6217, ,65,0.060000000000000005,0.01,84,1044.0, , ,True,0,0,0,4,405,2952,93014,27,27,7,7,goalPredicateCount,900
miconic,s15-0.pddl,greedyResumeWalker, ,success,12364,1s_easy,63.0,1,0,906,226,6855, ,63,0.06296120000000001,0.0119902,90,1030.0, , ,True,2,1,1,4,468,3544,119128,29,29,7,7,goalPredicateCount,900
miconic,s15-1.pddl,greedyResumeWalker, ,success,13412,1s_easy,75.0,1,0,1426,356,10651, ,75,0.0428292,0.0119977,90,1003.0, , ,True,4,2,1,3,306,2237,75525,29,29,7,7,goalPredicateCount,900
miconic,s15-2.pddl,greedyResumeWalker, ,success,13164,1s_easy,69.0,1,0,1214,303,9059, ,69,0.0546822,0.0119928,90,1017.0, , ,True,0,0,0,0,494,3606,121875,29,29,7,7,goalPredicateCount,900
miconic,s15-3.pddl,greedyResumeWalker, ,success,12892,1s_easy,70.0,1,0,1302,325,9755, ,70,0.0418657,0.0118657,90,1003.0, , ,True,1,1,1,4,455,3128,106644,29,29,6,6,goalPredicateCount,900
miconic,s15-4.pddl,greedyResumeWalker, ,success,12496,1s_easy,69.0,1,0,1042,260,7825, ,69,0.04,0.01,90,1008.0, , ,True,0,0,0,0,368,2801,94684,29,29,7,7,goalPredicateCount,900
miconic,s16-0.pddl,greedyResumeWalker, ,success,13176,1s_easy,74.0,1,0,1382,345,11005, ,74,0.0517435,0.01,96,1004.0, , ,True,0,0,0,0,352,2446,89183,31,31,6,6,goalPredicateCount,900
miconic,s16-1.pddl,greedyResumeWalker, ,success,13044,1s_easy,68.0,1,0,1062,265,8480, ,68,0.0759991,0.0119992,96,1050.0, , ,True,0,0,0,0,359,2591,93866,31,31,7,6,goalPredicateCount,900
miconic,s16-2.pddl,greedyResumeWalker, ,success,13168,1s_easy,76.0,1,0,1382,345,11018, ,76,0.055547200000000005,0.0119869,96,1017.0, , ,True,0,0,0,1,390,2980,106914,31,31,7,7,goalPredicateCount,900
miconic,s16-3.pddl,greedyResumeWalker, ,success,12904,1s_easy,69.0,1,0,1226,306,9850, ,69,0.0797922,0.0159967,96,1046.0, , ,True,0,0,0,0,360,2602,94413,31,31,7,7,goalPredicateCount,900
miconic,s16-4.pddl,greedyResumeWalker, ,success,13044,1s_easy,72.0,1,0,1194,298,9532, ,72,0.0599991,0.0159994,96,1014.0, , ,True,0,0,0,0,432,3124,113047,31,31,7,7,goalPredicateCount,900
miconic,s17-0.pddl,greedyResumeWalker, ,success,15408,1s_easy,76.0,1,0,1758,439,14920, ,76,0.0875668,0.0239991,102,1070.0, , ,True,0,0,0,1,309,2383,90619,33,33,7,7,goalPredicateCount,900
miconic,s17-1.pddl,greedyResumeWalker, ,success,15148,1s_easy,77.0,1,0,1390,347,11820, ,77,0.0660972,0.019999,102,1027.0, , ,True,0,0,0,0,326,2333,89861,33,33,7,6,goalPredicateCount,900
miconic,s17-2.pddl,greedyResumeWalker, ,success,15140,1s_easy,78.0,1,0,1470,367,12542, ,78,0.0864469,0.0239596,102,1054.0, , ,True,0,0,0,2,385,3009,114066,33,34,7,7,goalPredicateCount,900
miconic,s17-3.pddl,greedyResumeWalker, ,success,16064,1s_easy,84.0,1,0,1718,429,14511, ,84,0.06997700000000001,0.019977,102,1020.0, , ,True,0,0,0,0,368,3104,116850,33,33,8,7,goalPredicateCount,900
miconic,s17-4.pddl,greedyResumeWalker, ,success,15140,1s_easy,68.0,1,0,1230,307,10504, ,68,0.09522420000000001,0.0200001,102,1083.0, , ,True,0,0,0,1,306,2241,85835,33,33,7,7,goalPredicateCount,900
miconic,s18-0.pddl,greedyResumeWalker, ,success,16080,1s_easy,80.0,1,0,1506,376,13556, ,80,0.0571238,0.015999,108,1017.0, , ,True,0,0,0,1,363,2782,112339,35,35,7,7,goalPredicateCount,900
miconic,s18-1.pddl,greedyResumeWalker, ,success,15804,1s_easy,78.0,1,0,1406,351,12684, ,78,0.084729,0.0199723,108,1055.0, , ,True,0,0,0,0,282,2164,87221,35,35,7,7,goalPredicateCount,900
miconic,s18-2.pddl,greedyResumeWalker, ,success,15804,1s_easy,83.0,1,0,1562,390,14059, ,83,0.0714535,0.019999,108,1027.0, , ,True,0,0,0,0,346,2743,110450,35,35,7,7,goalPredicateCount,900
miconic,s18-3.pddl,greedyResumeWalker, ,success,16340,1s_easy,83.0,1,0,1738,434,15613, ,83,0.1106543,0.0279988,108,1085.0, , ,True,0,0,0,1,267,2181,87678,35,35,8,8,goalPredicateCount,900
miconic,s18-4.pddl,greedyResumeWalker, ,success,15404,1s_easy,84.0,1,0,1674,418,15033, ,84,0.058267200000000005,0.0159984,108,1017.0, , ,True,0,0,0,0,328,2507,101124,35,35,7,7,goalPredicateCount,900
